"ProjectID","Address","Project Name","Prior Site Name","Street Number","Street Name","Project Description","Neighborhood","Project Stage","Year Complete","Developer Name","Zoning","Planning Board Special Permit","Building Permit","Total GFA","Lot Area","FAR","Primary Use","Residential Units","Hotel Rooms","Note","Latitude","Longitude","Coordinates"
"688","20-22 Hurley Street","First Street PUD - Parcel C/85-121 First Street","","20-22","Hurley Street","FAR includes earlier phases at 150 First and 65 Bent Streets and 4 buildings in this phase. 100 garage spaces shared with 107 First St/Parcel B residential units, 13 of which are apportioned here.","1 - East Cambridge","Complete","2022","Urban Spaces LLC","IA-1/BA/PUD-4B","PB231A","19126","18,502","76,227","2.35","Residential","18",,"FAR includes earlier phases at 150 First and 65 Bent Streets and 4 buildings in this phase. 100 garage spaces shared with 107 First St/Parcel B residential units, 13 of which are apportioned here. ","42.367901","-71.078618","POINT (-71.078618 42.367901)"
"696","24 Brattle Street","1 JFK Street/Abbott Building","Corcoran Building","24","Brattle Street","Includes rehab or replacement of existing buildings. 7,847 SF of of basement space exempted from GFA.","10 - West Cambridge","Complete","2022","Regency Centers","BB","PB334","30291","71,447","15,850","4.00","Retail",,,"Includes rehab or replacement of existing buildings. 7,847 SF of of basement space exempted from GFA. ","42.373283","-71.119775","POINT (-71.119775 42.373283)"
"705","50 Cambridgepark Drive","50 Cambridgepark Drive","","50","Cambridgepark Drive","Includes 123,000 SF transfer of development rights from 88 Cambridgepark Drive allowing additional 123 units. Several existing structures demolished. Includes 9 surface parking spaces.","11 - North Cambridge","Complete","2022","Hanover Company","O2-A/AOD-6","PB338","33495","321,683","79,321","3.95","Residential","294",,"Includes 123,000 SF transfer of development rights from 88 Cambridgepark Drive allowing additional 123 units. Several existing structures demolished. Includes 9 surface parking spaces. ","42.394409","-71.14386","POINT (-71.14386 42.394409)"
"707","350 Water Street","Cambridge Crossing (North Point) - Building G","","350","Water Street","FAR for overall Cambridge Crossing development. Portion of structure in Boston. 406 space garage also includes 16 spaces for Bldg H and 29 yet to be assigned to a building.","1 - East Cambridge","Complete","2022","DivcoWest","NP/PUD-6","PB179","25148","450,895","58,562","2.66","Office/R&D",,,"FAR for overall Cambridge Crossing development. Portion of structure in Boston. 406 space garage also includes 16 spaces for Bldg H and 29 yet to be assigned to a building. ","42.372718","-71.072396","POINT (-71.0723959999999 42.3727179999999)"
"708","151 North First Street","Cambridge Crossing (North Point) - Building I/Park 151","","151","North First Street","FAR for overall Cambridge Crossing development. Small retail buildings on Parcel I included elsewhere as 124 and 144 Morgan Street.","1 - East Cambridge","Complete","2022","DivcoWest","NP/PUD-6","PB179","47542","397,102","100,837","2.66","Residential","468",,"FAR for overall Cambridge Crossing development. Small retail buildings on Parcel I included elsewhere as 124 and 144 Morgan Street. ","42.372599","-71.075324","POINT (-71.0753239999999 42.372599)"
"713","325 Main Street","MXD Infill - Google Building","MIT Coop Building","325","Main Street","Includes demolition of existing office building also housing MIT Coop. Parking added to existing Cambridge Center garage through restriping and tandem parking.","1 - East Cambridge","Complete","2022","Boston Properties","MXD","PB315","49584","376,123","28,823","13.00","Office/R&D",,,"Includes demolition of existing office building also housing MIT Coop. Parking added to existing Cambridge Center garage through restriping and tandem parking. ","42.36276","-71.08656","POINT (-71.08656 42.36276)"
"719","730-750 Main Street","The Engine","","730-750","Main Street","Updating of existing buildings to current R&D/office standards and addition of retail space. Includes 14,598 SF addition and creation of 123 space underground parking garage. Structures previously occupied by Polaroid.","4 - The Port/Area IV","Complete","2022","MITIMCO","IB","N/A","51675/51676","204,089","65,211","3.13","Office/R&D",,,"Updating of existing buildings to current R&D/office standards and addition of retail space. Includes 14,598 SF addition and creation of 123 space underground parking garage. Structures previously occupied by Polaroid. ","42.36276","-71.09563","POINT (-71.09563 42.36276)"
"722","101 Cambridgepark Drive","101 Cambridgepark Drive","","101","Cambridgepark Drive","Redevelopment of front portion of parcel replacing surface parking. Site will retain existing 63,851 SF building and associated parking spaces.","11 - North Cambridge","Complete","2022","HCP/King 101 CPD LLC","O-2A/AOD6","PB354","89338","141,834","132,745","1.55","Office/R&D",,,"Redevelopment of front portion of parcel replacing surface parking. Site will retain existing 63,851 SF building and associated parking spaces. ","42.39504","-71.14482","POINT (-71.1448199999999 42.39504)"
"732","101 Rogers Street","The Foundry","","101","Rogers Street","Rehab of historic industrial building and conversion into municipal program space.","1 - East Cambridge","Complete","2022","Cambridge Redevelopment Authority","IA-1/PUD 4C","PB362","73982","50,200","37,493","1.34","Institutional",,,"Rehab of historic industrial building and conversion into municipal program space. ","42.36681","-71.08267","POINT (-71.0826699999999 42.36681)"
"762","60 Hampshire Street","60 Hampshire Street","","60","Hampshire Street","Major rehab and conversion of existing office building to lab space. No new construction. FAR includes all structures on aprcel.  No changes to parking arrangements.","4 - The Port/Area IV","Complete","2022","BioMed Realty","O-1","N/A","122757/148426","36,000","87,470","2.95","Lab/R&D",,,"Major rehab and conversion of existing office building to lab space. No new construction. FAR includes all structures on aprcel.  No changes to parking arrangements. ","42.36698741676","-71.09351975789","POINT (-71.0935197578885 42.3669874167605)"
"630","97-99 Elmwood Street","97-99 Elmwood Street","","97-99","Elmwood Street","Existing auto repair facility demolished.  Was 95-99 Elmwood.","11 - North Cambridge","Complete","2023","95-99 Elmwood Street LLC","BA-2/NMAOD","PB308","45061","36,274","17,535","2.24","Residential","34",,"Existing auto repair facility demolished.  Was 95-99 Elmwood. ","42.398055","-71.128633","POINT (-71.1286329999999 42.3980549999999)"
"701","140-142 Prospect Street","140-142 Prospect Street","","140-142","Prospect Street","Expansion of existing residential building to five units. Individual Certificate of Occupancy for each townhouse unit.","4 - The Port/Area IV","Complete","2023","Islamic Society of Cambridge","O-1","N/A","58934","7,640","6,220","1.23","Residential","5",,"Expansion of existing residential building to five units. Individual Certificate of Occupancy for each townhouse unit. ","42.36857","-71.101198","POINT (-71.1011979999999 42.3685699999999)"
"715","200 Msgr. O'Brien Highway","Nuestra, LLC Retail Cannabis","","200","Msgr. O'Brien Highway","Existing retail space converted to registered marijuana dispensary.","1 - East Cambridge","Complete","2023","Nuestra, LLC Retail Cannabis","BA","PB366","120379","4,400","5,415","0.96","Retail",,,"Existing retail space converted to registered marijuana dispensary. ","42.372178","-71.079372","POINT (-71.079372 42.3721779999999)"
"723","220 Binney Street","New Volpe US DOT Building","US DOT Volpe Transportation Research Center","220","Binney Street","Building permit and Certificate of Occupancy not required due to this being a federal government project.  Reported as complete as of September 2023.","1 - East Cambridge","Complete","2023","US GSA/DOT","","N/A","NA/Federal Project","400,000","174,240","2.30","Government",,,"Building permit and Certificate of Occupancy not required due to this being a federal government project.  Reported as complete as of September 2023. ","42.36574291654","-71.0855742924","POINT (-71.0855742923976 42.3657429165363)"
"734","441 Morgan Avenue","Cambridge Crossing (North Point) - Building U","","441","Morgan Avenue","FAR for overall Cambridge Crossing development.","1 - East Cambridge","Complete","2023","DivcoWest","NP/PUD-6","PB179","106555","313,531","45,969","2.66","Lab/R&D",,,"FAR for overall Cambridge Crossing development. ","42.370657","-71.072522","POINT (-71.072522 42.370657)"
"736","325 Binney Street","Moderna Science Center","Metropolitan Pipe & Supply","325","Binney Street","Interior fit-out underway. Also known as 325 Binney Street. Will house Moderna Science Center corporate headquarters.","1 - East Cambridge","Complete","2023","Alexandria Real Estate Equities,","IA-1","PB367","106270","366,500","191,506","1.93","Office/R&D",,,"Interior fit-out underway. Also known as 325 Binney Street. Will house Moderna Science Center corporate headquarters. ","42.367141","-71.08866","POINT (-71.08866 42.3671409999999)"
"751","124 First Street","Charles Park Lab Conversion","1 Charles Park","124","First Street","Major rehab and conversion of existing office building to lab space. No new construction. No change to existing parking. Complex includes 1 Rogers Street.","1 - East Cambridge","Complete","2023","Alexandria Real Estate","BA/PUD-4","N/A","112658","119,021","23,915","4.97","Lab/R&D",,,"Major rehab and conversion of existing office building to lab space. No new construction. No change to existing parking. Complex includes 1 Rogers Street. ","42.36681","-71.07661","POINT (-71.07661 42.36681)"
"752","130-140 First Street","Charles Park Lab Conversion","1 Rogers Street","130-140","First Street","Major rehab and conversion of existing office building to lab space. No new construction. No change to existing parking. Complex includes 1 Charles Park.","1 - East Cambridge","Complete","2023","Alexandria Real Estate","BA/PUD-4","N/A","112660","262,552","111,530","2.35","Lab/R&D",,,"Major rehab and conversion of existing office building to lab space. No new construction. No change to existing parking. Complex includes 1 Charles Park. ","42.36636","-71.07725","POINT (-71.07725 42.36636)"
"753","60 First Street","Cambridgeside Redevelopment - 60 First Street","Sears Department Store","60","First Street","Parking included with 100 Cambridgeside Place redevelopment. FAR is for overall Cambridgeside Mall redevelopment.","1 - East Cambridge","Complete","2023","New England Development","BA/PUD-8","PB364","132949","210,000","42,561","4.66","Lab/R&D",,,"Parking included with 100 Cambridgeside Place redevelopment. FAR is for overall Cambridgeside Mall redevelopment. ","42.36889","-71.07718","POINT (-71.0771799999999 42.36889)"
"786","124 Morgan Avenue","Cambridge Crossing (North Point) - Parcel I2 West","","124","Morgan Avenue","FAR for overall Cambridge Crossing development. Lot area for all of Cambridge Crossing Parcel I. Parking included with 151 North First Street project.","1 - East Cambridge","Complete","2023","DivcoWest","NP/PUD-6","PB179","166479","2,164","100,837","2.66","Retail",,,"FAR for overall Cambridge Crossing development. Lot area for all of Cambridge Crossing Parcel I. Parking included with 151 North First Street project. ","42.37250796212","-71.07642056481","POINT (-71.0764205648085 42.3725079621244)"
"787","144 Morgan Avenue","Cambridge Crossing (North Point) - Parcel I2 East","","144","Morgan Avenue","FAR for overall Cambridge Crossing development. Lot area for all of Cambridge Crossing Parcel I. Parking included with 151 North First Street project.","1 - East Cambridge","Complete","2023","DivcoWest","NP/PUD-6","PB179","166482","4,463","100,837","2.66","Retail",,,"FAR for overall Cambridge Crossing development. Lot area for all of Cambridge Crossing Parcel I. Parking included with 151 North First Street project. ","42.37229989807","-71.07605578441","POINT (-71.0760557844121 42.3722998980712)"
"372","90 Binney Street","Alexandria PUD - 90 Binney Street","","90","Binney Street","New office/R&D and retail building.","1 - East Cambridge","Complete","2024","Alexandria Real Estate","IA-1/PUD-3A","PB243","182441, 170998","16,189","9,625","1.68","Office/R&D",,,"Also known as 219 Second St, 39-41 Linskey Way Parking provided at 50/60 Binney Street Garage.","42.3649674984","-71.0802266968","POINT (-71.0802266967998 42.3649674983998)"
"403","40 Thorndike Street","Sullivan Courthouse Redevelopment","Middlesex County Courthouse","40","Thorndike Street","Redevelopment of former Middlesex County Courthouse and addition of street-level residential units.","1 - East Cambridge","Complete","2024","Leggat McCall","BB","PB288","97328","497,058","59,788","7.97","Office/R&D","48",," Parking includes 85 spaces on-site and 270 spaces leased at First St Garage.","42.36922588","-71.07960963","POINT (-71.0796096299998 42.36922588)"
"668","53-55 Wheeler Street","53-55 Wheeler Street","Abt Associates","53-55","Wheeler Street","New residential building replacing Abt Associates offices.","12 - Cambridge Highlands","Complete","2024","55-9 Wheels Owner LLC","O1/AOD4","PB330","61424, 61926","563,609","249,518","2.26","Residential","525",,"C of O 249844 for 405 units at 55 Wheeler St issued 1/19/2024, C of O 249856 for 120 units at 53 Wheeler St issued 2/29/2024 ","42.391211","-71.144601","POINT (-71.1446009999999 42.3912109999999)"
"685","3-5 Linnaean Street","3-5 Linnaean Street","","3-5","Linnaean Street","Conversion of existing underutilized basement space into housing.","9 - Neighborhood 9","Complete","2024","Willow Land Corporation","C-2/BA-2","PB329","25045","50,701","24,153","2.10","Residential","42",,"GFA includes entire existing 37 unit building. ","42.384951","-71.120093","POINT (-71.1200929999999 42.384951)"
"720","101 Smith Place","101 Smith Place","","101","Smith Place","New office/R&D building.","12 - Cambridge Highlands","Complete","2024","The Davis Companies","IB-2/AOD1,O1/AOD3","PB359","107682","142,153","113,246","1.27","Office/R&D",,,"Includes demolition of existing technical office structure. ","42.392639","-71.150837","POINT (-71.1508369999999 42.392639)"
"721","30 Hampshire Street","30 Hampshire Street","","30","Hampshire Street","New lab/R&D building.","4 - The Port/Area IV","Complete","2024","38-40 Hampshire St LLC","I-B","","150581","15,821","5,758","4.00","Lab/R&D",,,"Previously permitted as hotel under SP PB358. No parking at site at time of permit application.","42.366268","-71.091997","POINT (-71.091997 42.3662679999999)"
"743","51 Vassar Street","Schwartzman College of Computing","MIT Building 44","51","Vassar Street","New MIT institutional building.","2 - MIT / Area 2","Complete","2024","MIT","C-3B","PB370","141637","174,000","409,261","1.64","Institutional",,,"Replaces MIT Building 44, which has been demolished. FAR includes all buildings on larger contiguous MIT-owned parcel. Parking included in MIT pool.","42.361751","-71.092617","POINT (-71.092617 42.3617509999999)"
"746","600-624 Main Street","Ragon Institute","Olmstead-Flint Building","600-624","Main Street","New institutional building associated with MGH, MIT and Harvard.","2 - MIT / Area 2","Complete","2024","MIT/Ragon Institute","IB","PB375","149353","185,810","67,579","2.75","Institutional",,,"Includes demolition of preexisting industrial and warehouse structures. The Ragon Institute is associated with MGH, MIT and Harvard. ","42.362476","-71.093135","POINT (-71.093135 42.362476)"
"778","1 Canal Park","1 Canal Park","","1","Canal Park","Conversion of office building to Lab/R&D.","1 - East Cambridge","Complete","2024","1 Canal Park LLC","C2-A/PUD-4A","PB038","156580","107,662","30,400","3.54","Lab/R&D",,," No change to parking.","42.36935795546","-71.07702964849","POINT (-71.0770296484885 42.3693579554561)"
"782","432 Rindge Avenue","Rindge Commons Phase 1","","432","Rindge Avenue","One of two new residential buildings to be constructed on the site of existing Rindge Tower Apartments parking lot.","11 - North Cambridge","Complete","2024","Just-A-Start","C-2","","158329","68,954","155,591","2.73","Residential","24",,"Temporary C of O issued but awaiting Green Building report Remaining 233 parking spaces will serve new and existing buildings.","42.39379115642","-71.14027273139","POINT (-71.1402727313859 42.3937911564183)"
"649","605 Concord Avenue","Acorn Holdings Concord Ave. Phase II","Bank","605","Concord Avenue","New residential and retail building.","12 - Cambridge Highlands","Complete","2025","Acorn Holdings","BA/AOD-5","PB319","55622","57,679","21,666","2.66","Residential","49",,"Includes demolition of existing bank branch building. Certificate of Occupancy under review. Parking comprises 49 residential and 19 commercial spaces.","42.389202","-71.144878","POINT (-71.144878 42.3892019999999)"
"717","747 Cambridge Street","Polish Club","Polish Club","747","Cambridge Street","New residential building with community center.","3 - Wellington Harrington","Complete","2025","747 Cambridge St , LLC","BA/C-1","","115390","7,966","6,200","1.71","Residential","6",,"Polish Club will take space in new building. ","42.37241","-71.089066","POINT (-71.089066 42.37241)"
"744","269-299 Vassar Street","MIT Graduate Student Dormitory","MIT Police station","269-299","Vassar Street","Graduate student apartment building replacing MIT Police Station and surface parking lot.","2 - MIT / Area 2","Complete","2025","MIT","SD-6, SD-11, IU Overlay","PB371","151307, 145074","328,050","765,106","1.87","Institutional","351",,"FAR includes all buildings on larger contiguous MIT-owned parcel. Temporary C of O issued 6/29/2024 Parking included in existing MIT pool.","42.356047","-71.103719","POINT (-71.1037189999999 42.3560469999999)"
"747","1 Cedar Street","United American Veterans Clubhouse","United American Veterans Clubhouse","1","Cedar Street","New residential building with community center to be occupied by United American Veterans Clubhouse","11 - North Cambridge","Complete","2025","John Repucci","BA-2","","141137","12,095","7,590","1.59","Residential","8",,"Includes demolition of existing veterans club.  Also subject to Large Project Review under the zoning ordinance. ","42.3976","-71.13101","POINT (-71.13101 42.3975999999999)"
"754","20 Cambridgeside Place","Cambridgeside Redevelopment - 20 Cambridgeside Place","Macy's Department Store","20","Cambridgeside Place","Lab, office, and retail in redeveloped Cambridgeside mall.","1 - East Cambridge","Complete","2025","New England Development","BA/PUD-8","PB364","130531","360,000","38,788","4.66","Lab/R&D",,,"FAR is for overall  redevelopment. Existing structure will be retained up to second floor slab. Certificate of Occupancy applied for and under review. Parking included with 100 Cambridgeside Place redevelopment.","42.3671","-71.07568","POINT (-71.07568 42.3671)"
"771","116 Norfolk Street","116 Norfolk Street","","116","Norfolk Street","100% Affordable Housing Overlay project. Conversion of congregate housing development to affordable apartments for formerly homeless persons. 38 existing SRO units to be renovated to studio units; new addition with 24 units.","4 - The Port/Area IV","Complete","2025","Cambridge Housing Authority","C-1/AHO","","201178","47,075","25,230","1.87","Residential","62",," ","42.36681997745","-71.09995672073","POINT (-71.0999567207299 42.3668199774469)"
"772","213 Harvard Street","213 Harvard Street","","213","Harvard Street","New residential building replacing building destroyed by fire.","4 - The Port/Area IV","Complete","2025","213 Harvard St Condo Assn","C-1","","172820","12,378","5,913","2.21","Residential","8",," ","42.36751816559","-71.09884317871","POINT (-71.098843178706 42.367518165589)"
"773","3 Alewife Park","Alewife Park - Building 2","GCP/W. R. Grace Site","3","Alewife Park","Rehab of existing building for office/R&D.","11 - North Cambridge","Complete","2025","IQHQ","SD-3","PB387","199995","98,500","853,776","0.94","Office/R&D",,,"Overall project includes transfer of development rights from Jerry's Pond area. FAR is for entire Alewife Park project. Parking for entire Alewife Center development reported separately.","42.39858467739","-71.13899535768","POINT (-71.1389953576822 42.3985846773868)"
"776","201 Amherst Street","New MIT Music Building","","201","Amherst Street","New institutional building.","2 - MIT / Area 2","Complete","2025","MIT","C-3","","147283","34,000","2,790,855","0.81","Institutional",,,"Will be campus building W18. No net increase in parking due to relocation of spaces from other campus locations.","42.35786885549","-71.09589880973","POINT (-71.0958988097259 42.3578688554909)"
"785","1 Alewife Park","Alewife Park - Building 1","GCP/W. R. Grace Site","1","Alewife Park","Rehab of existing building for lab/R&D use.","11 - North Cambridge","Complete","2025","IQHQ","SD-3","PB387","182959","90,000","45,125","0.94","Lab/R&D",,,"Rehab of existing building. Overall project includes transfer of development rights from Jerry's Pond area. FAR is for entire Alewife Park project. Application for Certificate of Occupancy received. Parking for entire Alewife Center development reported separately.","42.39863630271","-71.13988781452","POINT (-71.1398878145156 42.3986363027138)"
"790","5 Alewife Park","Alewife Park - Building 3","GCP/W. R. Grace Site","5","Alewife Park","New construction and alteration of existing building for office/R&D use.","11 - North Cambridge","Complete","2025","IQHQ","SD-3","PB387","192693","147,400","853,776","0.94","Office/R&D",,,"Overall project includes transfer of development rights from Jerry's Pond area. FAR is for entire Alewife Park project. Parking for entire Alewife Center development reported separately. Foundation work underway.","42.39853018707","-71.13791067558","POINT (-71.1379106755797 42.3985301870652)"
"806","300 Binney Street","300 Binney Street","Biogen Office","300","Binney Street","Renovation of former Biogen office with lab and office uses.","1 - East Cambridge","Complete","2025","Boston Properties","MXD","","221669","207,000","49,544","4.18","Lab/R&D",,," No change in parking.","42.366082","-71.0905143","POINT (-71.0905143 42.366082)"
