"ProjectID","Address","Project Name","Prior Site Name","Street Number","Street Name","Project Description","Neighborhood","Project Stage","Year Complete","Developer Name","Zoning","Planning Board Special Permit","Building Permit","Total GFA","Lot Area","FAR","Primary Use","Residential Units","Hotel Rooms","Note","Latitude","Longitude","Coordinates"
"624","5 Ames Street","MIT Nano Building","","5","Ames Street","Parking allocated from MIT pool. Infill project located on site of MIT main building complex. Formerly 60 Vassar Street.","2 - MIT / Area 2","Complete","2018","MIT","C-3B","N/A","BLDC-027113-2015","216,500",,,"Institutional",,,"Parking allocated from MIT pool. Infill project located on site of MIT main building complex. Formerly 60 Vassar Street. ","42.3609935327","-71.092813443","POINT (-71.0928134429999 42.3609935327)"
"627","1-6 Jefferson Park","Jefferson Park Replacement","","1-6","Jefferson Park","Demolition and replacement of state-assisted public housing units at Jefferson Park, a Cambridge Housing Authority development.","11 - North Cambridge","Complete","2018","Cambridge Housing Authority","B","N/A","BLDM-034930-2015","69,388","457,992","0.32","Residential","104",,"Demolition and replacement of state-assisted public housing units at Jefferson Park, a Cambridge Housing Authority development. ","42.3930969","-71.13624788","POINT (-71.1362478799999 42.3930969)"
"644","1336-1362 Massachusetts Avenue","Harvard Smith Campus Center","Holyoke Center","1336-1362","Massachusetts Avenue","Project consists of significant updates to building formerly known as Holyoke Center and adjacent publicly-accessible privately-owned open space. 130 existing parking spaces retained.","7 - Riverside","Complete","2018","Harvard University","BB","N/A","BLDC-043682-2016","95,000","74,913","1.27","Institutional",,,"Project consists of significant updates to building formerly known as Holyoke Center and adjacent publicly-accessible privately-owned open space. 130 existing parking spaces retained. ","42.3729711139","-71.118480153","POINT (-71.1184801529999 42.3729711139)"
"706","88 Ames Street","MXD Infill - Proto Kendall Square","","88","Ames Street","Parking accommodated in existing Cambridge Center East Garage. No new spaces constructed.","2 - MIT / Area 2","Complete","2018","Boston Properties","MXD","PB294","BLDC-038200-2016","16,000","16,542","13.06","Residential","280",,"Parking accommodated in existing Cambridge Center East Garage. No new spaces constructed. ","42.3631357717","-71.08775191","POINT (-71.0877519099998 42.3631357717)"
"381","30 Acorn Park Drive","Discovery Park - 400 Discovery Park","","30","Acorn Park Drive","FAR is for entire Discovery Park development. Parking allocated from Discovery Park inventory.","11 - North Cambridge","Complete","2019","Bulfinch Company","SD-4","PB198","BLDC-057678-2017","126,618","1,154,420","0.61","Office/R&D",,,"FAR is for entire Discovery Park development. Parking allocated from Discovery Park inventory. ","42.3981808077","-71.147799178","POINT (-71.147799178 42.3981808077)"
"384","40 Acorn Park Drive","Discovery Park - Discovery Park Garage B","","40","Acorn Park Drive","Above ground garage not counted toward Discovery Park FAR.  Parking services multiple buildings at Discovery Park.","11 - North Cambridge","Complete","2019","Bulfinch Company","SD-4","PB198","BLDC-072303-2018","141,745","1,154,420","0.61","Parking Garage",,,"Above ground garage not counted toward Discovery Park FAR.  Parking services multiple buildings at Discovery Park. ","42.3989313957","-71.147767623","POINT (-71.1477676229999 42.3989313956998)"
"404","1868 Massachusetts Avenue","Porter Loft","","1868","Massachusetts Avenue","Existing retail building demolished. 47 total on-site spaces include 15 spaces to be used by Lesley University. Was planned for housing.","9 - Neighborhood 9","Complete","2019","1868 Mass Ave LLC","BC/C-1","N/A","BLDC-021553-2014","34,848","13,325","1.24","Hotel",,"50","Existing retail building demolished. 47 total on-site spaces include 15 spaces to be used by Lesley University. Was planned for housing. ","42.38789394","-71.119704162","POINT (-71.119704162 42.3878939399998)"
"408","6-10 Essex Street","Ten Essex","","6-10","Essex Street","FAR includes existing building on parcel.","4 - The Port/Area IV","Complete","2019","3 MJ Associates LLC","BB/CSOD","PB285","BLDC-054470-2017","52,333","34,744","3.27","Residential","46",,"FAR includes existing building on parcel. ","42.3654694824","-71.102537848","POINT (-71.1025378479999 42.3654694824)"
"632","1699 Massachusetts Avenue","1699 Massachusetts Avenue","Changsho Parking Lot","1699","Massachusetts Avenue","Project includes 16 units in multifamily structure and single famly at rear of parcel. Single family bldg permit in August 2018. Formerly used as parking lot.","8 - Baldwin","Complete","2019","Lotus Harvard Enterprise","BA-2/B/NMAOD","N/A","BLDM-055098-2017","29,138","13,044","2.26","Residential","17",,"Project includes 16 units in multifamily structure and single famly at rear of parcel. Single family bldg permit in August 2018. Formerly used as parking lot. ","42.383105","-71.119193","POINT (-71.1191929999999 42.383105)"
"646","253 Walden Street","253 Walden Street","Masse Hardware Parking Lot and Warehouse","253","Walden Street","Includes demolition of existing warehouse.","9 - Neighborhood 9","Complete","2019","Eric Hoagland","BA-4","N/A","BLDC-046326-2016","34,265","14,102","2.43","Residential","27",,"Includes demolition of existing warehouse. ","42.386236","-71.131409","POINT (-71.131409 42.3862359999998)"
"650","47 Bishop Allen Drive","Mass & Main - 47 Bishop Allen Drive","","47","Bishop Allen Drive","12 parking spaces located off-site at 65 Bishop Allen Drive.","4 - The Port/Area IV","Complete","2019","Watermark Central Venture","BA/C-1","PB320","BLDM-064722-2017","24,531","11,893","2.10","Residential","23",,"12 parking spaces located off-site at 65 Bishop Allen Drive. ","42.364746","-71.099948","POINT (-71.0999479999999 42.3647459999998)"
"651","425 Massachusetts Avenue","Mass & Main - Phase 1/Market Central","","425","Massachusetts Avenue","86 parking spaces below grade on-site. 39 off-site at 65 Bishop Allen Dr. 5 spaces for car-sharing. 14,479 GFA retail exempt from FAR. 5 Columbia St. has separate permit. Total project includes 259 units, 45 affordable, and 179,255 SF residential.","4 - The Port/Area IV","Complete","2019","Watermark Central Venture","BB/BA/C-1","PB321","BLDC-071299-2018","132,909","38,773","6.50","Residential","144",,"86 parking spaces below grade on-site. 39 off-site at 65 Bishop Allen Dr. 5 spaces for car-sharing. 14,479 GFA retail exempt from FAR. 5 Columbia St. has separate permit. Total project includes 259 units, 45 affordable, and 179,255 SF residential. ","42.363746","-71.100256","POINT (-71.100256 42.3637459999999)"
"652","850 Cambridge Street","King Open School Complex","","850","Cambridge Street","Replacement of King Open School complex. FAR includes existing Frisoli Youth Center. Project includes two school buildings, library branch, pool replacement, and offices for School Department.","3 - Wellington Harrington","Complete","2019","City of Cambridge","C-1","PB323","BLDC-059462-2017","233,862","527,492","0.47","Institutional",,,"Replacement of King Open School complex. FAR includes existing Frisoli Youth Center. Project includes two school buildings, library branch, pool replacement, and offices for School Department. ","42.372","-71.091124","POINT (-71.0911239999999 42.372)"
"656","121 First Street","First Street PUD - Parcel A","","121","First Street","FAR includes earlier phases at 150 First and 65 Bent Streets and 4 buildings in this phase.  Parking includes 8 spaces on site and 42 at 107 First St garage. Replaces existing commercial structure.","1 - East Cambridge","Complete","2019","Urban Spaces LLC","IA-1/BA/PUD-4B","PB231A","BLDC-052710-2017","56,691","16,500","2.35","Office/R&D",,,"FAR includes earlier phases at 150 First and 65 Bent Streets and 4 buildings in this phase.  Parking includes 8 spaces on site and 42 at 107 First St garage. Replaces existing commercial structure. ","42.366802","-71.07801","POINT (-71.07801 42.366802)"
"660","201-203 Concord Turnpike","Tempo at Alewife Station Phase 1","","201-203","Concord Turnpike","Includes demolition of existing motel and bowling alley. Second phase includes 259 units out of 320.  Total project 324,440 SF and 239 parking spaces.","11 - North Cambridge","Complete","2019","Criterion Development Partners","SP-4A","PB326","BLDM-070311-2018","67,128","166,468","1.95","Residential","74",,"Includes demolition of existing motel and bowling alley. Second phase includes 259 units out of 320.  Total project 324,440 SF and 239 parking spaces. ","42.399565","-71.149098","POINT (-71.1490979999999 42.399565)"
"667","50 York Street","St. Patricks Apartment Replacment","","50","York Street","Replacement of 16 unit affordable residential building destroyed by fire in 2016 under amendment to 1991 comprehensive permit. 28 parking spaces shared across development with other buildings.","3 - Wellington Harrington","Complete","2019","Just-A-Start","C-1","N/A","BLDM-065327-2017","22,417","32,535","0.71","Residential","16",,"Replacement of 16 unit affordable residential building destroyed by fire in 2016 under amendment to 1991 comprehensive permit. 28 parking spaces shared across development with other buildings. ","42.3694856515","-71.09197263","POINT (-71.09197263 42.3694856515)"
"669","10 Education Circle","EF Building 3 including Student Housing","","10","Education Circle","Current use is as DCR storage yard. 148 graduate student apartments and 144 undergraduate dorm rooms. Not subject to inclusionary zoning requirement.","1 - East Cambridge","Complete","2019","EFEKTRA Schools, Inc","","PB328","BLDC-071000-2018","228,354","125,000","2.40","Institutional","148",,"Current use is as DCR storage yard. 148 graduate student apartments and 144 undergraduate dorm rooms. Not subject to inclusionary zoning requirement. ","42.3708953246","-71.070650417","POINT (-71.0706504169999 42.3708953245999)"
"670","145 Broadway","MXD Infill - Akamai Building","","145","Broadway","Also known as 11 Cambridge Center.  Replacement of existing 78,636 SF office building.  457 space parking garage includes managed parking (i. e., valet).  FAR for entire MXD Infill project.","1 - East Cambridge","Complete","2019","Boston Properties","MXD","PB315","BLDC-061774-2017","453,768","56,760","6.27","Office/R&D",,,"Also known as 11 Cambridge Center.  Replacement of existing 78,636 SF office building.  457 space parking garage includes managed parking (i. e., valet).  FAR for entire MXD Infill project. ","42.3648343377","-71.088843502","POINT (-71.088843502 42.3648343377)"
"671","222 Jacobs Street","Cambridge Crossing (North Point) - Building J/K","","222","Jacobs Street","FAR for overall Cambridge Crossing development. Portion of 611,000 SF building and related parcel located in Somerville not included.","1 - East Cambridge","Complete","2019","DivcoWest","NP/PUD-6","PB179","BLDC-057377-2017","371,828","42,461","2.66","Office/R&D",,,"FAR for overall Cambridge Crossing development. Portion of 611,000 SF building and related parcel located in Somerville not included. ","42.3720309394","-71.075430274","POINT (-71.0754302739999 42.3720309393998)"
"686","165 Main Street","MIT Kendall Square - NoMa Phase 4 Podium","","165","Main Street","FAR includes existing One Broadway and new 165 Main Street, including new residential garage.  Project is podium for Phase 4 new residential tower. No GFA. Related parking in Phase 5. Formerly 1 Broadway.","1 - East Cambridge","Complete","2019","MIT","O-3A, PUD-3","PB302","BLDC-075743-2018","0","74,736","5.55","Residential",,,"FAR includes existing One Broadway and new 165 Main Street, including new residential garage.  Project is podium for Phase 4 new residential tower. No GFA. Related parking in Phase 5. Formerly 1 Broadway. ","42.3625129949","-71.082756376","POINT (-71.082756376 42.3625129949)"
"689","85 First Street","First Street PUD - Parcel D","","85","First Street","FAR includes earlier phases at 150 First and 65 Bent Streets and 4 buildings in this phase. Project replaces existing commercial structure.","1 - East Cambridge","Complete","2019","Urban Spaces LLC","IA-1/BA/PUD-4B","PB231A","BLDC-072867-2018","9,800","76,227","2.35","Retail",,,"FAR includes earlier phases at 150 First and 65 Bent Streets and 4 buildings in this phase. Project replaces existing commercial structure. ","42.368207","-71.077741","POINT (-71.077741 42.3682069999998)"
"698","2050 Massachusetts Avenue","Russell Apartments/North Cambridge Senior Center","","2050","Massachusetts Avenue","Infill project will insert floor into two story space to create an additional unit in existing building.  No change to existing parking.","11 - North Cambridge","Complete","2019","Cambridge Housing Authority","BA-2","N/A","BLDC-065301-2017","171","15,234","2.90","Residential","1",,"Infill project will insert floor into two story space to create an additional unit in existing building.  No change to existing parking. ","42.390942","-71.122881","POINT (-71.122881 42.390942)"
"700","5 Columbia Street","Mass & Main - Link Cambridge","","5","Columbia Street","Parking included with 415 Massachusetts Avenue. FAR for entire project.","4 - The Port/Area IV","Complete","2019","Watermark Central Venture","BB/BA/C-1","PB321","BLDC-068516-2018","65,000","2,776","6.50","Residential","60",,"Parking included with 415 Massachusetts Avenue. FAR for entire project. ","42.364098","-71.099726","POINT (-71.099726 42.3640979999998)"
"716","20 Sidney Street","Star Market Office Conversion","","20","Sidney Street","Converstion of Star Market location of office/R&D for Takeda Pharmaceuticals. Permit 21341 removed existing retail fit out. Permit 32399 for conversion to office/R&D. Parking handled through existing pool.","5 - Cambridgeport","Complete","2019","Forest City","","N/A","21341/32399","31,365","89,697","2.51","Office/R&D",,,"Converstion of Star Market location of office/R&D for Takeda Pharmaceuticals. Permit 21341 removed existing retail fit out. Permit 32399 for conversion to office/R&D. Parking handled through existing pool. ","42.362101","-71.100251","POINT (-71.100251 42.362101)"
"382","20 Acorn Park Drive","Discovery Park - 500 Discovery Park","","20","Acorn Park Drive","FAR is for entire Discovery Park development. Parking allocated from Discovery Park inventory.","11 - North Cambridge","Complete","2020","Bulfinch Company","SD-4","PB198","BLDC-057679-2017","132,000","1,154,420","0.61","Office/R&D",,,"FAR is for entire Discovery Park development. Parking allocated from Discovery Park inventory. ","42.3983003999","-71.147100493","POINT (-71.1471004929999 42.3983003999)"
"621","249 Third Street","Lofts at Kendall Square","","249","Third Street","2 parking spaces on site and 57 accomodated at existing parking facility at 195 Binney Street.","1 - East Cambridge","Complete","2020","Equity Residential","IA-1 ECHO","PB301","BLDM-066649-2017","71,917","26,918","2.67","Residential","84",,"2 parking spaces on site and 57 accomodated at existing parking facility at 195 Binney Street. ","42.366835","-71.082172","POINT (-71.082172 42.366835)"
"633","907 Main Street","907 Main Street","","907","Main Street","Conversion/rehab of existing building. Retail and Hotel floor area split estimated. Central Square Advisory Committee provided Large Project Review. Received parking waiver from Planning Board.","4 - The Port/Area IV","Complete","2020","Patrick Barrett","BB","PB324","BLDC-053436-2017","29,860","9,436","3.14","Hotel",,"67","Conversion/rehab of existing building. Retail and Hotel floor area split estimated. Central Square Advisory Committee provided Large Project Review. Received parking waiver from Planning Board. ","42.363657","-71.099619","POINT (-71.099619 42.363657)"
"634","399 Binney Street","1 Kendall Square Addition","","399","Binney Street","Addition to One Kendall Square development. FAR includes parking garage parcel. All parking provided in existing garage. Includes demolition of existing 29,200 SF building. As of 12/31/22 no final CofO but building occupied since 2020.","3 - Wellington Harrington","Complete","2020","DivcoWest","IA-1 ECHO","PB310","BLDC-057636-2017","172,500","152,868","1.13","Office/R&D",,,"Addition to One Kendall Square development. FAR includes parking garage parcel. All parking provided in existing garage. Includes demolition of existing 29,200 SF building. As of 12/31/22 no final CofO but building occupied since 2020. ","42.367769","-71.090518","POINT (-71.090518 42.367769)"
"635","18-26 Chauncy Street","Basement Housing","","18-26","Chauncy Street","Conversion of existing basement space to add residential units to existing 98 unit building.  FAR is for entire existing building.","9 - Neighborhood 9","Complete","2020","Chestnut Hill Realty","C-2/A-1/BAOD","PB311","BLDM-071904-2018","11,152","28,027","2.87","Residential","9",,"Conversion of existing basement space to add residential units to existing 98 unit building.  FAR is for entire existing building. ","42.379186","-71.122874","POINT (-71.1228739999999 42.3791859999998)"
"637","35 Cambridgepark Drive","35 Cambridgepark Drive","","35","Cambridgepark Drive","Addition to 137,635 SF existing office building. FAR includes existing structure. Development reduced parking from 351 to 331 spaces. As of 12/21/22 no final CofO due to dispute over incentive zoning payment but building occupied since 2020.","11 - North Cambridge","Complete","2020","Davis Companies/TDC Development","AOD6","PB314","BLDC-058169-2017","184,774","106,095","1.75","Office/R&D",,,"Addition to 137,635 SF existing office building. FAR includes existing structure. Development reduced parking from 351 to 331 spaces. As of 12/21/22 no final CofO due to dispute over incentive zoning payment but building occupied since 2020. ","42.394959","-71.143467","POINT (-71.143467 42.394959)"
"648","300 Putnam Avenue","300 Putnam Avenue","","300","Putnam Avenue","Includes demolition of existing building.  Also known as 357-363 Allston Street.","5 - Cambridgeport","Complete","2020","Biotech Realty Investors","BA-3/C-1","N/A","33213","8,415","23,851","0.98","Residential","6",,"Includes demolition of existing building.  Also known as 357-363 Allston Street. ","42.361989","-71.113278","POINT (-71.1132779999999 42.361989)"
"655","25 Hayward Street","MIT Kendall Square - SoMa Garage","","25","Hayward Street","Includes 1,121 space subsurface garage. Will serve four SoMa buildings at 238-380 Main Street. Includes replacement of existing surfaces lots and academic spaces. FAR for entire MIT Kendall Square SoMa project area including retained buildings.","2 - MIT / Area 2","Complete","2020","MIT","C-3B MXD/PUD 5","PB303","BLDC-053887-2017","0","0","4.48","Parking Garage",,,"Includes 1,121 space subsurface garage. Will serve four SoMa buildings at 238-380 Main Street. Includes replacement of existing surfaces lots and academic spaces. FAR for entire MIT Kendall Square SoMa project area including retained buildings. ","42.362282088","-71.085862875","POINT (-71.085862875 42.362282088)"
"666","671-675 Concord Avenue","Finch Building","","671-675","Concord Avenue","Includes replacement of commercial structures.","12 - Cambridge Highlands","Complete","2020","HRI","","N/A","BLDM-072847-2018","124,027","48,186","2.89","Residential","98",,"Includes replacement of commercial structures. ","42.390327","-71.150227","POINT (-71.150227 42.3903269999999)"
"674","100/110 North First Street","Cambridge Crossing (North Point) - Building W","","100/110","North First Street","FAR for overall Cambridge Crossing development. Certificate of Occupancy for 100 North First Street dated 10/15/2020.","1 - East Cambridge","Complete","2020","DivcoWest","NP/PUD-6","PB179","21038/21042","16,395","20,743","2.66","Retail",,,"FAR for overall Cambridge Crossing development. Certificate of Occupancy for 100 North First Street dated 10/15/2020. ","42.372001","-71.0755","POINT (-71.0755 42.3720009999999)"
"675","290-292 Main Street","MIT Kendall Square - Building 4/45 Hayward St.","","290-292","Main Street","Site incorporates existing building at 290-292 Main St.  454 graduate student housing units at 45 Hayward St.  Parking at 25 Hayward Street garage.  FAR for entire MIT Kendall Square SoMa project area including retained buildings.","2 - MIT / Area 2","Complete","2020","MIT","C-3B MXD/PUD 5","PB303","BLDC-065869-2017","426,146","89,129","4.48","Institutional","454",,"Site incorporates existing building at 290-292 Main St.  454 graduate student housing units at 45 Hayward St.  Parking at 25 Hayward Street garage.  FAR for entire MIT Kendall Square SoMa project area including retained buildings. ","42.3622354996","-71.085424994","POINT (-71.0854249939999 42.3622354995998)"
"681","314 Main Street","MIT Kendall Square - Building 5","","314","Main Street","Includes demolition of existing low-rise retail building. Parking at 25 Hayward Street garage. FAR for entire MIT Kendall Square SoMa project area including retained buildings.","2 - MIT / Area 2","Complete","2020","MIT","C-3B MXD/PUD 5","PB303","BLDC-077288-2018","372,110","36,002","4.48","Office/R&D",,,"Includes demolition of existing low-rise retail building. Parking at 25 Hayward Street garage. FAR for entire MIT Kendall Square SoMa project area including retained buildings. ","42.362222","-71.086631","POINT (-71.0866309999999 42.362222)"
"695","265 Broadway","Squirrelwood Phase 1","","265","Broadway","One of three new buildings at Linwood Court site. Project adds 4 parking spaces to pool.  There will be 45 spaces for 88 units, including nearby Squirrel Brand Apartments. Also known as 54 Market Street.  FAR and lot area for entire project.","4 - The Port/Area IV","Complete","2020","Just-A-Start Corporation","C-1","N/A","32298","6,400","59,638","1.36","Residential","6",,"One of three new buildings at Linwood Court site. Project adds 4 parking spaces to pool.  There will be 45 spaces for 88 units, including nearby Squirrel Brand Apartments. Also known as 54 Market Street.  FAR and lot area for entire project. ","42.368123","-71.096617","POINT (-71.0966169999999 42.3681229999999)"
"710","212 Hampshire Street","212 Hampshire Street","Ryles Jazz Club","212","Hampshire Street","Former site of Ryles Jazz club.","6 - Mid-Cambridge","Complete","2020","212 Hampshire St LLC c/o Ninoj Pradhan","BA","N/A","32832","9,219","4,322","2.10","Residential","8",,"Former site of Ryles Jazz club. ","42.373133","-71.100431","POINT (-71.100431 42.373133)"
"726","201-203 Concord Turnpike","Tempo at Alewife Station Phase 2","","201-203","Concord Turnpike","Includes demolition of existing motel and bowling alley. Phase 1 and 2 complete and include 139 units. Total project 324,440 SF and 239 parking spaces.","11 - North Cambridge","Complete","2020","Criterion Development Partners","SP-4A","PB326","BLDM-070311-2018","96,431","166,468","1.95","Residential","65",,"Includes demolition of existing motel and bowling alley. Phase 1 and 2 complete and include 139 units. Total project 324,440 SF and 239 parking spaces. ","42.399565","-71.149098","POINT (-71.1490979999999 42.399565)"
"727","425 Massachusetts Avenue","Mass & Main - Phase 2/Market Central","","425","Massachusetts Avenue","14,479 GFA retail exempt from FAR. 5 Columbia St. has separate permit. Total project includes 259 units, 45 affordable, and 179,255 SF residential. All parking in Phase 1.","4 - The Port/Area IV","Complete","2020","Watermark Central Venture","BB/BA/C-1","PB321","BLDC-071299-2018","63,625","38,773","6.50","Residential","81",,"14,479 GFA retail exempt from FAR. 5 Columbia St. has separate permit. Total project includes 259 units, 45 affordable, and 179,255 SF residential. All parking in Phase 1. ","42.363746","-71.100256","POINT (-71.100256 42.3637459999999)"
"731","201-203 Concord Turnpike","Tempo at Alewife Station Phases 3/4","","201-203","Concord Turnpike","Includes demolition of existing motel and bowling alley. First two phases complete and include 149 units. 239 parking spaces included in prior phases. Total project GFA is 324,440.","11 - North Cambridge","Complete","2020","Criterion Development Partners","SP-4A","PB326","BLDM-070311-2018","160,881","166,468","1.95","Residential","181",,"Includes demolition of existing motel and bowling alley. First two phases complete and include 149 units. 239 parking spaces included in prior phases. Total project GFA is 324,440. ","42.399565","-71.149098","POINT (-71.1490979999999 42.399565)"
"343","1991-2013 Massachusetts Avenue","St. James at Porter Square","","1991-2013","Massachusetts Avenue","64 total spaces on-site include 46 spaces for 1991-2013 Mass Ave and 18 spaces for adjacent St. James Church. FAR includes existing 22,560 SF church.","11 - North Cambridge","Complete","2021","Oaktree Development","BA-2/NMAOD","PB241","BLDM-076394-2018","94,099","58,194","1.75","Residential","46",,"64 total spaces on-site include 46 spaces for 1991-2013 Mass Ave and 18 spaces for adjacent St. James Church. FAR includes existing 22,560 SF church. ","42.3908306591","-71.121366624","POINT (-71.121366624 42.3908306590998)"
"371","50 Rogers Street","Alexandria PUD - 50 Rogers Street","","50","Rogers Street","Shared site with 161 First Street, which includes a renovated office building.","1 - East Cambridge","Complete","2021","Alexandria Real Estate","IA-1/PUD-3A","PB243","22027","132,231","40,000","3.75","Residential","136",,"Shared site with 161 First Street, which includes a renovated office building. ","42.365806","-71.078202","POINT (-71.078202 42.3658059999999)"
"407","75-77 New Street","75-77 New Street","","75-77","New Street","Includes replacement of pre-existing warehouse.","9 - Neighborhood 9","Complete","2021","AbodeZ Acorn LLC","IA-1","PB286","BLDM-058523-2017","92,800","49,256","1.95","Residential","93",,"Includes replacement of pre-existing warehouse. ","42.3890557931","-71.140227254","POINT (-71.1402272539999 42.3890557930998)"
"617","305 Webster Avenue","Inman Crossing","Columbia Auto Parts","305","Webster Avenue","Includes replacement of auto parts supply building.","3 - Wellington Harrington","Complete","2021","M & H Realty Trust","BA","PB316","BLDC-064166-2017","37,510","18,140","2.10","Residential","35",,"Includes replacement of auto parts supply building. ","42.3735365447","-71.094400792","POINT (-71.094400792 42.3735365447)"
"673","181 Morgan Avenue","Cambridge Crossing (North Point) - Building Q1","","181","Morgan Avenue","FAR for overall Cambridge Crossing development.","1 - East Cambridge","Complete","2021","DivcoWest","NP/PUD-6","PB179","43776","18,851","14,799","2.66","Office/R&D",,,"FAR for overall Cambridge Crossing development. ","42.372098","-71.076492","POINT (-71.076492 42.372098)"
"679","238 Main Street","MIT Kendall Square - 18 Hayward St/Building 3","","238","Main Street","Site incorporates existing building at 238 Main Street. Parking at 25 Hayward Street garage. FAR for entire MIT Kendall Square SoMa project area including retained buildings.","2 - MIT / Area 2","Complete","2021","MIT","C-3B MXD/PUD 5","PB303","BLDC-078181-2019","380,201","60,594","4.48","Office/R&D",,,"Site incorporates existing building at 238 Main Street. Parking at 25 Hayward Street garage. FAR for entire MIT Kendall Square SoMa project area including retained buildings. ","42.362093","-71.084705","POINT (-71.084705 42.362093)"
"684","1 Broadway","MIT Kendall Square - NoMa Existing Building Phases 1-3","","1","Broadway","FAR includes existing One Broadway and new 165 Main Street. Phase 1-3 include new supermarket, loading dock, Main Street retail update. Parking is in reconfigured existing garage reduced from 316 spaces to 293.","1 - East Cambridge","Complete","2021","MIT","O-3A, PUD-3","PB302","BLDC-060080-2017","33,822","41,536","5.55","Retail",,,"FAR includes existing One Broadway and new 165 Main Street. Phase 1-3 include new supermarket, loading dock, Main Street retail update. Parking is in reconfigured existing garage reduced from 316 spaces to 293. ","42.3625129949","-71.082756376","POINT (-71.082756376 42.3625129949)"
"692","189 Vassar Street","MIT Undergraduate Dormitory","","189","Vassar Street","FAR based on larger parcel. 450 undergraduate dorm beds, 301 rooms. 16 student/staff apartments. 372 space garage & 38 surface spaces removed. Some replaced in MIT pool. No parking for this building.","2 - MIT / Area 2","Complete","2021","MIT","SD-6","PB332","BLDC-076869-2018","169,529","765,106","1.53","Institutional","16",,"FAR based on larger parcel. 450 undergraduate dorm beds, 301 rooms. 16 student/staff apartments. 372 space garage & 38 surface spaces removed. Some replaced in MIT pool. No parking for this building. ","42.359082","-71.097566","POINT (-71.097566 42.359082)"
"697","1785-1791 Massachusetts Avenue","Frost Terrace","","1785-1791","Massachusetts Avenue","Includes rehab of existing residential structures and replacement of existing house. Additional building permit 34030.","8 - Baldwin","Complete","2021","Capstone Communities LLC","B","N/A","33413/33918/34026","40,253","22,068","1.82","Residential","32",,"Includes rehab of existing residential structures and replacement of existing house. Additional building permit 34030. ","42.386188","-71.118767","POINT (-71.118767 42.3861879999999)"
"712","450 Water Street","Cambridge Crossing (North Point) - Building H","","450","Water Street","FAR for overall Cambridge Crossing development. Portion of structure in Boston to be determined. 16 spaces located at Bldg. G garage. Site also includes 128 residential parking spaces for Sierra and Tango condominium buildings","1 - East Cambridge","Complete","2021","DivcoWest","NP/PUD-6","PB179","26076","365,110","56,805","2.66","Office/R&D",,,"FAR for overall Cambridge Crossing development. Portion of structure in Boston to be determined. 16 spaces located at Bldg. G garage. Site also includes 128 residential parking spaces for Sierra and Tango condominium buildings ","42.372221","-71.071404","POINT (-71.071404 42.372221)"
"725","4 Broad Canal Way","MIT Kendall Square - NoMA Phase 5","","4","Broad Canal Way","Parking included in other project phases.","1 - East Cambridge","Complete","2021","MIT","O-3A, PUD-3","PB302","17488","6,418","41,536","5.55","Retail",,,"Parking included in other project phases. ","42.363066","-71.082861","POINT (-71.0828609999999 42.363066)"
"740","40-54 Market Street","Squirrelwood Phase 2","","40-54","Market Street","Includes two of three new buildings at Linwood Court site. Project adds 4 parking spaces to pool.  There will be 45 spaces for 88 units, including nearby Squirrel Brand Apartments. Other address is 265 Broadway.  FAR and lot area for entire project.","4 - The Port/Area IV","Complete","2021","Just-A-Start Corporation","C-1","N/A","32294/32295","18,452","59,638","1.36","Residential","17",,"Includes two of three new buildings at Linwood Court site. Project adds 4 parking spaces to pool.  There will be 45 spaces for 88 units, including nearby Squirrel Brand Apartments. Other address is 265 Broadway.  FAR and lot area for entire project. ","42.368123","-71.096617","POINT (-71.0966169999999 42.3681229999999)"
"379","107-111 First Street","First Street PUD - Parcel B, AKA 21 Charles Street","","107-111","First Street","FAR includes prior phases. 23 surface parking spaces for retail. Includes 142 space underground garage with 42 spaces for 121 First St/Parcel A. 100 garage spaces shared with 22 Hurley St/Parcel C residential units with 87 apportioned to this project","1 - East Cambridge","Complete","2022","Urban Spaces LLC","IA-1/BA/PUD-4B","PB231A","19116","117,223","76,227","2.35","Residential","118",,"FAR includes prior phases. 23 surface parking spaces for retail. Includes 142 space underground garage with 42 spaces for 121 First St/Parcel A. 100 garage spaces shared with 22 Hurley St/Parcel C residential units with 87 apportioned to this project ","42.367661","-71.07792","POINT (-71.07792 42.3676609999999)"
"622","165 Main Street","MIT Kendall Square - NoMa Phase 4 Residential Tower","","165","Main Street","FAR includes existing One Broadway and new 165 Main Street. Phase 4 is new residential tower and retail. Parking includes 150 space garage replacing 114 space surface lot. Existing building retains One Broadway address.","1 - East Cambridge","Complete","2022","MIT","O-3A, PUD-3","PB302","49880","313,269","74,736","5.55","Residential","300",,"FAR includes existing One Broadway and new 165 Main Street. Phase 4 is new residential tower and retail. Parking includes 150 space garage replacing 114 space surface lot. Existing building retains One Broadway address. ","42.3627385552","-71.0840144502","POINT (-71.0840144502 42.3627385552)"
"631","95 Fawcett Street","95 Fawcett Street","","95","Fawcett Street","Existing warehouse demolished.","12 - Cambridge Highlands","Complete","2022","95 Fawcett LLC","O-1/AOD-4","PB309","BLDM-054801-2017","52,852","20,522","2.58","Residential","44",,"Existing warehouse demolished. ","42.392281","-71.146419","POINT (-71.1464189999999 42.3922809999998)"
