wikipedia_page_id,wikipedia_title,wikipedia_url,latitude,longitude,match_method,match_distance_meters,candidate_count,candidate_bldgids,matched_bldgid,confidence_status,decision_status,review_reason,previous_title,previous_latitude,previous_longitude
38776131,Untitled (Richard Fleischner artwork at Alewife station),https://en.wikipedia.org/wiki/Untitled_(Richard_Fleischner_artwork_at_Alewife_station),42.39564,-71.14092,nearest,15.25,1,35-1,35-1,ambiguous,rejected,Preserved human rejected decision.,,42.39564,-71.14092
38808105,The End of the Red Line,https://en.wikipedia.org/wiki/The_End_of_the_Red_Line,,,none,,0,,,unmatched,stale_decision,Previously reviewed article is missing from the latest Cambridge snapshot.,The End of the Red Line,42.39564,-71.14092
39228236,Rindge Towers,https://en.wikipedia.org/wiki/Rindge_Towers,42.393,-71.13895,contained,0.00,1,59-21,59-21,strong,approved,Preserved human approved decision.,,42.393,-71.13895
39743243,Moderna,https://en.wikipedia.org/wiki/Moderna,42.3633,-71.091,contained,0.00,1,610-3,610-3,strong,rejected,Preserved human rejected decision.,,42.3633,-71.091
40258362,LabCentral,https://en.wikipedia.org/wiki/LabCentral,42.36213888888889,-71.09508333333333,nearest,6.41,1,658-1,658-1,ambiguous,rejected,Preserved human rejected decision.,,42.36213888888889,-71.09508333333333
40723753,Camp Ellsworth,https://en.wikipedia.org/wiki/Camp_Ellsworth,42.384,-71.144,nearest,9.35,1,999-2070,999-2070,ambiguous,rejected,Preserved human rejected decision.,,42.384,-71.144
41133071,MIT Center for Information Systems Research,https://en.wikipedia.org/wiki/MIT_Center_for_Information_Systems_Research,42.363518,-71.079037,contained,0.00,1,620-34,620-34,strong,rejected,Preserved human rejected decision.,,42.363518,-71.079037
41402512,New Words Bookstore,https://en.wikipedia.org/wiki/New_Words_Bookstore,42.3725,-71.0995,nearest,0.02,1,394-8,394-8,ambiguous,rejected,Preserved human rejected decision.,,42.3725,-71.0995
41435365,Cambridge Assembly,https://en.wikipedia.org/wiki/Cambridge_Assembly,42.35424722222222,-71.10976111111111,contained,0.00,1,749-2,749-2,strong,approved,Preserved human approved decision.,,42.35424722222222,-71.10976111111111
41473964,Gore Hall,https://en.wikipedia.org/wiki/Gore_Hall,42.3738,-71.1164,contained,0.00,1,318-24,318-24,strong,rejected,Preserved human rejected decision.,,42.3738,-71.1164
41647414,Central Square Theater,https://en.wikipedia.org/wiki/Central_Square_Theater,42.3636,-71.101,contained,0.00,1,644-3,644-3,strong,approved,Preserved human approved decision.,,42.3636,-71.101
42186103,Fay House,https://en.wikipedia.org/wiki/Fay_House,42.37620277777778,-71.12232222222221,contained,0.00,1,307-2,307-2,strong,approved,Preserved human approved decision.,,42.37620277777778,-71.12232222222221
42509882,Nectow v. City of Cambridge,https://en.wikipedia.org/wiki/Nectow_v._City_of_Cambridge,42.35553,-71.10967,contained,0.00,1,749-1,749-1,strong,rejected,Preserved human rejected decision.,,42.35553,-71.10967
42685553,Boylston Hall (Harvard University),https://en.wikipedia.org/wiki/Boylston_Hall_(Harvard_University),42.373332,-71.117327,contained,0.00,1,318-29,318-29,strong,approved,Preserved human approved decision.,,42.373332,-71.117327
42685568,Harvard Hall,https://en.wikipedia.org/wiki/Harvard_Hall,42.37486111111111,-71.11819444444444,contained,0.00,1,318-14,318-14,strong,approved,Preserved human approved decision.,,42.37486111111111,-71.11819444444444
43091425,Kendall Cogeneration Station,https://en.wikipedia.org/wiki/Kendall_Cogeneration_Station,42.36313,-71.08011,contained,0.00,1,620-62,620-62,strong,approved,Preserved human approved decision.,,42.36313,-71.08011
43396930,North Cambridge carhouse,https://en.wikipedia.org/wiki/North_Cambridge_carhouse,42.39722222222222,-71.12888888888888,nearest,2.80,1,25-14,25-14,ambiguous,rejected,Preserved human rejected decision.,,42.39722222222222,-71.12888888888888
43996120,Farlow Herbarium of Cryptogamic Botany,https://en.wikipedia.org/wiki/Farlow_Herbarium_of_Cryptogamic_Botany,42.3791,-71.1146,contained,0.00,1,241-59,241-22,strong,approved,Preserved human approved decision.,,42.3791,-71.1146
44843466,Peabody Terrace,https://en.wikipedia.org/wiki/Peabody_Terrace,42.36611111111111,-71.11555555555555,nearest,12.63,1,560-25,560-25,ambiguous,approved,Preserved human approved decision.,,42.36611111111111,-71.11555555555555
44849071,Delphic Club,https://en.wikipedia.org/wiki/Delphic_Club,42.37238888888889,-71.11752777777777,contained,0.00,1,389-12,389-12,strong,approved,Preserved human approved decision.,,42.37238888888889,-71.11752777777777
46181426,Institute for Medical Engineering and Science,https://en.wikipedia.org/wiki/Institute_for_Medical_Engineering_and_Science,42.3616667,-71.0866667,contained,0.00,1,672-8,672-8,strong,rejected,Preserved human rejected decision.,,42.3616667,-71.0866667
46760499,T.T. the Bear's Place,https://en.wikipedia.org/wiki/T.T._the_Bear%27s_Place,42.3635,-71.10163888888889,contained,0.00,1,644-4,644-4,strong,rejected,Preserved human rejected decision.,,42.3635,-71.10163888888889
46988301,John M. Tobin Montessori School,https://en.wikipedia.org/wiki/John_M._Tobin_Montessori_School,42.3844,-71.1398,contained,0.00,1,133-2,133-2,strong,approved,Preserved human approved decision.,,42.3844,-71.1398
48444419,Lynch Family Skatepark,https://en.wikipedia.org/wiki/Lynch_Family_Skatepark,42.37008333333333,-71.06793888888889,none,,0,,,unmatched,rejected,Preserved human rejected decision.,,42.37008333333333,-71.06793888888889
48547751,Harvard Collection of Historical Scientific Instruments,https://en.wikipedia.org/wiki/Harvard_Collection_of_Historical_Scientific_Instruments,42.3765,-71.1161,contained,0.00,1,266-18,266-18,strong,approved,Preserved human approved decision.,,42.3765,-71.1161
49943856,Grossman Library,https://en.wikipedia.org/wiki/Grossman_Library,42.37438888888889,-71.11547222222222,contained,0.00,1,318-17,318-17,strong,rejected,Preserved human rejected decision.,,42.37438888888889,-71.11547222222222
50322911,Conductor's Building,https://en.wikipedia.org/wiki/Conductor%27s_Building,42.372771,-71.122286,contained,0.00,1,380-7,380-7,strong,approved,Preserved human approved decision.,,42.372771,-71.122286
53006469,Lyman Laboratory of Physics,https://en.wikipedia.org/wiki/Lyman_Laboratory_of_Physics,42.37753,-71.11713,contained,0.00,1,266-9,266-9,strong,approved,Preserved human approved decision.,,42.37753,-71.11713
53837172,Statue of John Bridge,https://en.wikipedia.org/wiki/Statue_of_John_Bridge,42.377472,-71.120556,none,,0,,,unmatched,rejected,Preserved human rejected decision.,,42.377472,-71.120556
54424536,Cabot Science Library,https://en.wikipedia.org/wiki/Cabot_Science_Library,42.3761145,-71.116359,contained,0.00,1,266-18,266-18,strong,approved,Preserved human approved decision.,,42.3761145,-71.116359
55012112,Conant Hall,https://en.wikipedia.org/wiki/Conant_Hall,42.37947,-71.11625,contained,0.00,1,241-14,241-14,strong,approved,Preserved human approved decision.,,42.37947,-71.11625
58463556,Harvard Graduate Students Union,https://en.wikipedia.org/wiki/Harvard_Graduate_Students_Union,42.3643646,-71.1052512,nearest,6.13,1,635-4,635-4,ambiguous,rejected,Preserved human rejected decision.,,42.3643646,-71.1052512
59518036,Murder of Jane Britton,https://en.wikipedia.org/wiki/Murder_of_Jane_Britton,42.373,-71.123,nearest,0.38,1,380-1,380-1,ambiguous,rejected,Preserved human rejected decision.,,42.373,-71.123
59908027,Upstairs On the Square,https://en.wikipedia.org/wiki/Upstairs_On_the_Square,42.3725,-71.1209,contained,0.00,1,396-12,396-12,strong,rejected,Preserved human rejected decision.,,42.3725,-71.1209
60326497,George Close Company Building,https://en.wikipedia.org/wiki/George_Close_Company_Building,42.367222222222225,-71.09555555555555,nearest,4.26,1,527-24,527-24,ambiguous,approved,Preserved human approved decision.,,42.367222222222225,-71.09555555555555
60376933,MIT Department of Brain and Cognitive Sciences,https://en.wikipedia.org/wiki/MIT_Department_of_Brain_and_Cognitive_Sciences,42.362337,-71.091753,contained,0.00,1,667-2,667-2,strong,rejected,Preserved human rejected decision.,,42.362337,-71.091753
60663857,"Technology Square (Cambridge, Massachusetts)","https://en.wikipedia.org/wiki/Technology_Square_(Cambridge,_Massachusetts)",42.3635,-71.0926,contained,0.00,1,610-8,610-8,strong,rejected,Preserved human rejected decision.,,42.3635,-71.0926
62007302,"Statue of Charles Sumner (Cambridge, Massachusetts)","https://en.wikipedia.org/wiki/Statue_of_Charles_Sumner_(Cambridge,_Massachusetts)",42.37471,-71.11881,nearest,23.66,1,284-1,284-1,ambiguous,rejected,Preserved human rejected decision.,,42.37471,-71.11881
62034104,Sean Collier Memorial,https://en.wikipedia.org/wiki/Sean_Collier_Memorial,42.36227,-71.09007,nearest,20.60,1,668-32,668-32,ambiguous,rejected,Preserved human rejected decision.,,42.36227,-71.09007
62350774,Yume Wo Katare,https://en.wikipedia.org/wiki/Yume_Wo_Katare,42.3894,-71.1197,contained,0.00,1,99-3,99-3,strong,rejected,Preserved human rejected decision.,,42.3894,-71.1197
62369184,Washington Gate,https://en.wikipedia.org/wiki/Washington_Gate,42.375671,-71.119676,none,,0,,,unmatched,rejected,Preserved human rejected decision.,,42.375671,-71.119676
62369243,Flagstaff Park,https://en.wikipedia.org/wiki/Flagstaff_Park,42.375679,-71.118899,none,,0,,,unmatched,rejected,Preserved human rejected decision.,,42.375679,-71.118899
62369290,Greene-Rose Heritage Park,https://en.wikipedia.org/wiki/Greene-Rose_Heritage_Park,42.36611,-71.09475,none,,0,,,unmatched,rejected,Preserved human rejected decision.,,42.36611,-71.09475
62369519,General MacArthur Square,https://en.wikipedia.org/wiki/General_MacArthur_Square,42.37481,-71.11882,nearest,13.44,1,284-1,284-1,ambiguous,rejected,Preserved human rejected decision.,,42.37481,-71.11882
62369620,"Old Burying Ground (Cambridge, Massachusetts)","https://en.wikipedia.org/wiki/Old_Burying_Ground_(Cambridge,_Massachusetts)",42.3750137,-71.1198088,none,,0,,,unmatched,rejected,Preserved human rejected decision.,,42.3750137,-71.1198088
62371094,Carl Barron Plaza,https://en.wikipedia.org/wiki/Carl_Barron_Plaza,42.36538,-71.10404,nearest,17.66,1,608-2,608-2,ambiguous,rejected,Preserved human rejected decision.,,42.36538,-71.10404
62371153,Galaxy: Earth Sphere,https://en.wikipedia.org/wiki/Galaxy:_Earth_Sphere,42.362378,-71.084398,none,,0,,,unmatched,rejected,Preserved human rejected decision.,,42.362378,-71.084398
62371211,Irish Famine Memorial,https://en.wikipedia.org/wiki/Irish_Famine_Memorial,42.375872,-71.120181,none,,0,,,unmatched,rejected,Preserved human rejected decision.,,42.375872,-71.120181
62371815,Robert Stow Bradley Jr. Memorial,https://en.wikipedia.org/wiki/Robert_Stow_Bradley_Jr._Memorial,42.375704,-71.117056,nearest,17.82,1,318-6,318-6,ambiguous,rejected,Preserved human rejected decision.,,42.375704,-71.117056
62380167,"Aesop's Fables, II","https://en.wikipedia.org/wiki/Aesop%27s_Fables,_II",42.361330555555554,-71.08944722222222,nearest,24.18,1,999-4277,999-4277,ambiguous,rejected,Preserved human rejected decision.,,42.361330555555554,-71.08944722222222
62380191,Alchemist (Plensa),https://en.wikipedia.org/wiki/Alchemist_(Plensa),42.35910555555556,-71.09402777777777,nearest,18.55,1,708-18,708-18,ambiguous,rejected,Preserved human rejected decision.,,42.35910555555556,-71.09402777777777
62380234,Elmo-MIT,https://en.wikipedia.org/wiki/Elmo-MIT,42.359094444444445,-71.08969166666667,nearest,2.88,1,668-14,668-14,ambiguous,rejected,Preserved human rejected decision.,,42.359094444444445,-71.08969166666667
62384272,Angola (Witkin),https://en.wikipedia.org/wiki/Angola_(Witkin),42.358811111111116,-71.08931944444444,nearest,7.52,1,668-14,668-14,ambiguous,rejected,Preserved human rejected decision.,,42.358811111111116,-71.08931944444444
62384360,Guennette (Heizer),https://en.wikipedia.org/wiki/Guennette_(Heizer),42.358576,-71.090913,none,,0,,,unmatched,rejected,Preserved human rejected decision.,,42.358576,-71.090913
62384458,TV Man or Five Piece Cube with Strange Hole,https://en.wikipedia.org/wiki/TV_Man_or_Five_Piece_Cube_with_Strange_Hole,42.358885,-71.089064,nearest,8.72,1,668-14,668-14,ambiguous,rejected,Preserved human rejected decision.,,42.358885,-71.089064
62384559,La Grande Voile (The Big Sail),https://en.wikipedia.org/wiki/La_Grande_Voile_(The_Big_Sail),42.359734,-71.088975,none,,0,,,unmatched,rejected,Preserved human rejected decision.,,42.359734,-71.088975
62394623,Transparent Horizon,https://en.wikipedia.org/wiki/Transparent_Horizon,42.360733,-71.088695,nearest,14.92,1,668-66,668-66,ambiguous,rejected,Preserved human rejected decision.,,42.360733,-71.088695
62397377,Killian Court,https://en.wikipedia.org/wiki/Killian_Court,42.35877,-71.09148,none,,0,,,unmatched,rejected,Preserved human rejected decision.,,42.35877,-71.09148
62400197,Invaders (Wiley),https://en.wikipedia.org/wiki/Invaders_(Wiley),42.36100277777778,-71.09035277777777,nearest,2.26,1,668-57,668-57,ambiguous,rejected,Preserved human rejected decision.,,42.36100277777778,-71.09035277777777
62537464,North Bank Bridge,https://en.wikipedia.org/wiki/North_Bank_Bridge,42.3696,-71.0657,contained,0.00,1,999-3464,999-3464,strong,rejected,Preserved human rejected decision.,,42.3696,-71.0657
62547600,Sennott Park,https://en.wikipedia.org/wiki/Sennott_Park,42.3684,-71.1,none,,0,,,unmatched,rejected,Preserved human rejected decision.,,42.3684,-71.1
62670824,"Civil War Monument (Cambridge, Massachusetts)","https://en.wikipedia.org/wiki/Civil_War_Monument_(Cambridge,_Massachusetts)",42.37637,-71.12039,none,,0,,,unmatched,rejected,Preserved human rejected decision.,,42.37637,-71.12039
62692461,Discobolus (Harvard University),https://en.wikipedia.org/wiki/Discobolus_(Harvard_University),42.37713,-71.11937,nearest,8.31,1,266-14,266-14,ambiguous,rejected,Preserved human rejected decision.,,42.37713,-71.11937
62692831,Night Wall I,https://en.wikipedia.org/wiki/Night_Wall_I,42.37842,-71.11778,nearest,13.15,1,266-4,266-4,ambiguous,rejected,Preserved human rejected decision.,,42.37842,-71.11778
63063610,Center for Research on Computation and Society,https://en.wikipedia.org/wiki/Center_for_Research_on_Computation_and_Society,42.37955,-71.11957,contained,0.00,1,253-6,253-6,strong,rejected,Preserved human rejected decision.,,42.37955,-71.11957
63517963,Fo Guang Buddhist Temple Boston,https://en.wikipedia.org/wiki/Fo_Guang_Buddhist_Temple_Boston,42.391207,-71.150839,nearest,11.24,1,46-41,46-41,ambiguous,rejected,Preserved human rejected decision.,,42.391207,-71.150839
63685320,Kendall Hotel,https://en.wikipedia.org/wiki/Kendall_Hotel,42.3622,-71.0873,contained,0.00,1,672-2,672-2,strong,approved,Preserved human approved decision.,,42.3622,-71.0873
64772113,Paris-Saclay Faculty of Sciences,https://en.wikipedia.org/wiki/Paris-Saclay_Faculty_of_Sciences,42.372686111111115,-71.1185361111111,contained,0.00,1,357-3,357-3,strong,rejected,Preserved human rejected decision.,,42.372686111111115,-71.1185361111111
66031409,Danehy Park,https://en.wikipedia.org/wiki/Danehy_Park,42.389,-71.136,none,,0,,,unmatched,rejected,Preserved human rejected decision.,,42.389,-71.136
66486330,William James Hall (Harvard University),https://en.wikipedia.org/wiki/William_James_Hall_(Harvard_University),42.3771,-71.11345,contained,0.00,1,241-53,241-53,strong,approved,Preserved human approved decision.,,42.3771,-71.11345
66513595,Magazine Beach,https://en.wikipedia.org/wiki/Magazine_Beach,42.35502777777778,-71.11361111111111,none,,0,,,unmatched,rejected,Preserved human rejected decision.,,42.35502777777778,-71.11361111111111
69170447,Cambridge Boat Club,https://en.wikipedia.org/wiki/Cambridge_Boat_Club,42.372305555555556,-71.13380555555557,contained,0.00,1,383-1,383-1,strong,approved,Preserved human approved decision.,,42.372305555555556,-71.13380555555557
69843018,Pusey Library,https://en.wikipedia.org/wiki/Pusey_Library,42.37305555555555,-71.11527777777778,nearest,17.49,1,318-8,318-30,ambiguous,approved,Preserved human approved decision.,,42.37305555555555,-71.11527777777778
70740162,Wyss Institute for Biologically Inspired Engineering,https://en.wikipedia.org/wiki/Wyss_Institute_for_Biologically_Inspired_Engineering,42.38122,-71.11626,nearest,6.34,1,224-9,224-9,ambiguous,rejected,Preserved human rejected decision.,,42.38122,-71.11626
72474005,Oleana (restaurant),https://en.wikipedia.org/wiki/Oleana_(restaurant),42.3705,-71.0972,contained,0.00,1,456-8,456-8,strong,rejected,Preserved human rejected decision.,,42.3705,-71.0972
72732931,New England Intercollegiate Hockey League,https://en.wikipedia.org/wiki/New_England_Intercollegiate_Hockey_League,42.3597,-71.0919,contained,0.00,1,668-10,668-10,strong,rejected,Preserved human rejected decision.,,42.3597,-71.0919
72751090,Mr. Bartley's Burger Cottage,https://en.wikipedia.org/wiki/Mr._Bartley%27s_Burger_Cottage,42.37246,-71.11615,contained,0.00,1,401-2,401-2,strong,rejected,Preserved human rejected decision.,,42.37246,-71.11615
73803379,Harvest (Harvard Square),https://en.wikipedia.org/wiki/Harvest_(Harvard_Square),42.37373,-71.12187,contained,0.00,1,355-4,355-4,strong,rejected,Preserved human rejected decision.,,42.37373,-71.12187
74981050,John Winthrop Chambers,https://en.wikipedia.org/wiki/John_Winthrop_Chambers,42.38972222222222,-71.1211111111111,nearest,6.50,1,100-4,100-4,ambiguous,approved,Preserved human approved decision.,,42.38972222222222,-71.1211111111111
75181463,Jerry's Pond,https://en.wikipedia.org/wiki/Jerry%27s_Pond,42.3948,-71.1391,none,,0,,,unmatched,rejected,Preserved human rejected decision.,,42.3948,-71.1391
75676759,Prince Hall Monument,https://en.wikipedia.org/wiki/Prince_Hall_Monument,42.37636111111111,-71.12124999999999,none,,0,,,unmatched,rejected,Preserved human rejected decision.,,42.37636111111111,-71.12124999999999
75680853,Graham and Parks School,https://en.wikipedia.org/wiki/Graham_and_Parks_School,42.382777777777775,-71.12388888888889,nearest,1.35,1,195-1,195-1,ambiguous,approved,Preserved human approved decision.,,42.382777777777775,-71.12388888888889
75700032,Neighborhood Nine,https://en.wikipedia.org/wiki/Neighborhood_Nine,42.38388888888889,-71.12916666666666,nearest,14.11,1,999-2088,999-2088,ambiguous,rejected,Preserved human rejected decision.,,42.38388888888889,-71.12916666666666
77229480,Hungry Mother,https://en.wikipedia.org/wiki/Hungry_Mother,42.367707,-71.091125,contained,0.00,1,541-22,541-22,strong,rejected,Preserved human rejected decision.,,42.367707,-71.091125
77595038,List of Owl Club members,https://en.wikipedia.org/wiki/List_of_Owl_Club_members,42.3715,-71.1187,contained,0.00,1,424-1,424-1,strong,rejected,Preserved human rejected decision.,,42.3715,-71.1187
79714345,Middlesex South Registry of Deeds Building,https://en.wikipedia.org/wiki/Middlesex_South_Registry_of_Deeds_Building,42.37061,-71.07929,contained,0.00,1,454-1,454-1,strong,approved,Preserved human approved decision.,,42.37061,-71.07929
81336598,Pro-Palestine protests at Massachusetts Institute of Technology,https://en.wikipedia.org/wiki/Pro-Palestine_protests_at_Massachusetts_Institute_of_Technology,42.3584,-71.0947,nearest,20.37,1,708-13,708-13,ambiguous,rejected,Preserved human rejected decision.,,42.3584,-71.0947
81866446,MIT Kavli Institute,https://en.wikipedia.org/wiki/MIT_Kavli_Institute,42.360826,-71.093167,contained,0.00,1,668-37,668-37,strong,rejected,Preserved human rejected decision.,,42.360826,-71.093167
82130100,Research Laboratory of Electronics,https://en.wikipedia.org/wiki/Research_Laboratory_of_Electronics,42.3614,-71.0916,contained,0.00,1,668-36,668-36,strong,approved,Preserved human approved decision.,,42.3614,-71.0916
