building_id,hail_address,hail_street_name,classification,construction_year,match_stage,match_status,treatment,candidate_address_point_count,candidate_bldgid_count,candidate_bldgids,candidate_addresses,candidate_street_names,matched_bldgid,match_reason,review_reason_category,review_reason_summary,override_decision,override_note,override_reviewed_at,pre_override_match_stage,pre_override_match_status,pre_override_matched_bldgid,pre_override_candidate_bldgids
amory-st_154_2,154 Amory Street,Amory Street,Current building,1902,1,accepted,auto_accept,1,1,394-6,154 Amory St,Amory St,394-6,Exact standardized address,,,,,,,,,
amory-st_155,155 Amory Street,Amory Street,Razed,1874,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
amory-st_155_2,155 Amory Street,Amory Street,Current building,1898,1,accepted,auto_accept,1,1,374-20,155 Amory St,Amory St,374-20,Exact standardized address,,,,,,,,,
andrew-st_8-10,8-10 Andrew Street,Andrew Street,Current building,1885,2,accepted,usually_auto_accept,2,1,683-4,10 Andrew St|8 Andrew St,Andrew St,683-4,Hail range contains Address Point number(s),,,,,,,,,
andrew-st_9,9 Andrew Street,Andrew Street,Current building,1872,1,accepted,auto_accept,1,1,679-7,9 Andrew St,Andrew St,679-7,Exact standardized address,,,,,,,,,
andrew-st_11-13,11-13 Andrew Street,Andrew Street,Current building,1883,2,accepted,usually_auto_accept,2,1,679-9,11 Andrew St|13 Andrew St,Andrew St,679-9,Hail range contains Address Point number(s),,,,,,,,,
andrew-st_12,12 Andrew Street,Andrew Street,Razed,1874,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
andrew-st_12_2,12 Andrew Street,Andrew Street,Current building,1899,1,accepted,auto_accept,1,1,683-7,12 Andrew St,Andrew St,683-7,Exact standardized address,,,,,,,,,
andrew-st_14-16,14-16 Andrew Street,Andrew Street,Current building,1887,2,accepted,usually_auto_accept,2,1,683-9,14 Andrew St|16 Andrew St,Andrew St,683-9,Hail range contains Address Point number(s),,,,,,,,,
andrew-st_15-17,15-17 Andrew Street,Andrew Street,Current building,1884,2,accepted,usually_auto_accept,2,1,679-11,15 Andrew St|17 Andrew St,Andrew St,679-11,Hail range contains Address Point number(s),,,,,,,,,
andrew-st_18-20,18-20 Andrew Street,Andrew Street,Current building,1890,2,accepted,usually_auto_accept,2,1,683-12,18 Andrew St|20 Andrew St,Andrew St,683-12,Hail range contains Address Point number(s),,,,,,,,,
andrew-st_19-21,19-21 Andrew Street,Andrew Street,Current building,1883,2,accepted,usually_auto_accept,2,1,679-16,19 Andrew St|21 Andrew St,Andrew St,679-16,Hail range contains Address Point number(s),,,,,,,,,
andrew-st_23-25,23-25 Andrew Street,Andrew Street,Current building,1885,2,accepted,usually_auto_accept,2,1,679-17,23 Andrew St|25 Andrew St,Andrew St,679-17,Hail range contains Address Point number(s),,,,,,,,,
andrew-st_26,26 Andrew Street,Andrew Street,Current building,1874,1,accepted,auto_accept,1,1,683-15,26 Andrew St,Andrew St,683-15,Exact standardized address,,,,,,,,,
andrew-st_27-29,27-29 Andrew Street,Andrew Street,Current building,1875,2,accepted,usually_auto_accept,2,1,679-19,27 Andrew St|29 Andrew St,Andrew St,679-19,Hail range contains Address Point number(s),,,,,,,,,
andrew-st_28-30,28-30 Andrew Street,Andrew Street,Current building,1874,2,accepted,usually_auto_accept,2,1,683-18,28 Andrew St|30 Andrew St,Andrew St,683-18,Hail range contains Address Point number(s),,,,,,,,,
andrew-st_32,32 Andrew Street,Andrew Street,Current building,1879,1,accepted,auto_accept,1,1,683-22,32 Andrew St,Andrew St,683-22,Exact standardized address,,,,,,,,,
andrew-st_34,34 Andrew Street,Andrew Street,Current building,1871,1,accepted,auto_accept,1,1,683-24,34 Andrew St,Andrew St,683-24,Exact standardized address,,,,,,,,,
andrew-st_37,37 Andrew Street,Andrew Street,Current building,1916,7,unmatched,leave_unmatched,0,0,,,,,No credible address candidate,,,,,,,,,
antrim-st_4,4 Antrim Street,Antrim Street,Cross reference to another address,1868,7,unmatched,leave_unmatched,0,0,,,,,Classification is Cross reference to another address,,,,,,,,,
antrim-st_6,6 Antrim Street,Antrim Street,Current building,1868,1,accepted,auto_accept,1,1,368-74,6 Antrim St,Antrim St,368-74,Exact standardized address,,,,,,,,,
antrim-st_10-12,10-12 Antrim Street,Antrim Street,Current building,1868,2,accepted,usually_auto_accept,2,1,368-10,10 Antrim St|12 Antrim St,Antrim St,368-10,Hail range contains Address Point number(s),,,,,,,,,
antrim-st_16-18,16-18 Antrim Street,Antrim Street,Current building,1855,2,accepted,usually_auto_accept,2,1,368-63,16 Antrim St|18 Antrim St,Antrim St,368-63,Hail range contains Address Point number(s),,,,,,,,,
antrim-st_19-21,19-21 Antrim Street,Antrim Street,Razed,1870,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
antrim-st_20,20 Antrim Street,Antrim Street,"Addition, rear, or secondary building",1860,7,unmatched,leave_unmatched,0,0,,,,,No credible address candidate,,,,,,,,,
antrim-st_24,24 Antrim Street,Antrim Street,Current building,1907,1,accepted,auto_accept,1,1,368-70,24 Antrim St,Antrim St,368-70,Exact standardized address,,,,,,,,,
antrim-st_25,25 Antrim Street,Antrim Street,Current building,1872,1,accepted,auto_accept,1,1,364-63,25 Antrim St,Antrim St,364-63,Exact standardized address,,,,,,,,,
antrim-st_26,26 Antrim Street,Antrim Street,"Addition, rear, or secondary building",1856,1,accepted,auto_accept,1,1,368-50,26 Antrim St,Antrim St,368-50,Exact standardized address,,,,,,,,,
antrim-st_26-28,26-28 Antrim Street,Antrim Street,Current building,1921,4,review,manual_review,3,2,368-50|368-69,26 Antrim St|26-R Antrim St|28 Antrim St,Antrim St,,Street and number agree but suffix/rear/range yields multiple or complex candidates,multiple_footprint_candidates,"The street and base number agree, but suffix, rear, or range differences leave more than one plausible footprint.",,,,,,,
antrim-st_30,30 Antrim Street,Antrim Street,"Addition, rear, or secondary building",1855,1,accepted,auto_accept,1,1,368-61,30 Antrim St,Antrim St,368-61,Exact standardized address,,,,,,,,,
antrim-st_31-35,31-35 Antrim Street,Antrim Street,Building complex,1873,2,review,review,3,1,364-62,31 Antrim St|33 Antrim St|35 Antrim St,Antrim St,,Hail range contains Address Point number(s),building_complex_geometry_uncertain,"The address resolves, but the Hail entry is a building complex and may represent more than one footprint.",,,,,,,
antrim-st_32,32 Antrim Street,Antrim Street,"Addition, rear, or secondary building",1855,1,accepted,auto_accept,1,1,368-66,32 Antrim St,Antrim St,368-66,Exact standardized address,,,,,,,,,
antrim-st_36,36 Antrim Street,Antrim Street,Current building,1914,1,accepted,auto_accept,1,1,368-56,36 Antrim St,Antrim St,368-56,Exact standardized address,,,,,,,,,
antrim-st_37-39,37-39 Antrim Street,Antrim Street,Current building,1873,2,accepted,usually_auto_accept,2,1,364-59,37 Antrim St|39 Antrim St,Antrim St,364-59,Hail range contains Address Point number(s),,,,,,,,,
antrim-st_42,42 Antrim Street,Antrim Street,Current building,1863,1,accepted,auto_accept,1,1,368-5,42 Antrim St,Antrim St,368-5,Exact standardized address,,,,,,,,,
antrim-st_43,43 Antrim Street,Antrim Street,"Addition, rear, or secondary building",1896,1,accepted,auto_accept,1,1,364-4,43 Antrim St,Antrim St,364-4,Exact standardized address,,,,,,,,,
antrim-st_45-47,45-47 Antrim Street,Antrim Street,Current building,1896,2,accepted,usually_auto_accept,1,1,364-55,45 Antrim St,Antrim St,364-55,Hail range contains Address Point number(s),,,,,,,,,
antrim-st_46-48,46-48 Antrim Street,Antrim Street,Current building,1874,2,accepted,usually_auto_accept,2,1,368-57,46 Antrim St|48 Antrim St,Antrim St,368-57,Hail range contains Address Point number(s),,,,,,,,,
antrim-st_53,53 Antrim Street,Antrim Street,Current building,1896,1,accepted,auto_accept,1,1,364-54,53 Antrim St,Antrim St,364-54,Exact standardized address,,,,,,,,,
antrim-st_54,54 Antrim Street,Antrim Street,Current building,1885,1,accepted,auto_accept,1,1,368-54,54 Antrim St,Antrim St,368-54,Exact standardized address,,,,,,,,,
antrim-st_55,55 Antrim Street,Antrim Street,Current building,1871,1,accepted,auto_accept,1,1,364-53,55 Antrim St,Antrim St,364-53,Exact standardized address,,,,,,,,,
antrim-st_58,58 Antrim Street,Antrim Street,Current building,1889,1,accepted,auto_accept,1,1,368-4,58 Antrim St,Antrim St,368-4,Exact standardized address,,,,,,,,,
antrim-st_61,61 Antrim Street,Antrim Street,Current building,1913,1,accepted,auto_accept,1,1,364-49,61 Antrim St,Antrim St,364-49,Exact standardized address,,,,,,,,,
antrim-st_62,62 Antrim Street,Antrim Street,Current building,1889,1,accepted,auto_accept,1,1,368-45,62 Antrim St,Antrim St,368-45,Exact standardized address,,,,,,,,,
antrim-st_65,65 Antrim Street,Antrim Street,Current building,1913,1,accepted,auto_accept,1,1,364-44,65 Antrim St,Antrim St,364-44,Exact standardized address,,,,,,,,,
antrim-st_66,66 Antrim Street,Antrim Street,Current building,1889,1,accepted,auto_accept,1,1,368-51,66 Antrim St,Antrim St,368-51,Exact standardized address,,,,,,,,,
antrim-st_67,67 Antrim Street,Antrim Street,Current building,1985,1,accepted,auto_accept,1,1,364-3,67 Antrim St,Antrim St,364-3,Exact standardized address,,,,,,,,,
antrim-st_68-70,68-70 Antrim Street,Antrim Street,Current building,1889,2,accepted,usually_auto_accept,2,1,368-49,68 Antrim St|70 Antrim St,Antrim St,368-49,Hail range contains Address Point number(s),,,,,,,,,
antrim-st_69,69 Antrim Street,Antrim Street,Razed,1879,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
antrim-st_72-74,72-74 Antrim Street,Antrim Street,Current building,1889,2,accepted,usually_auto_accept,2,1,368-47,72 Antrim St|74 Antrim St,Antrim St,368-47,Hail range contains Address Point number(s),,,,,,,,,
antrim-st_76,76 Antrim Street,Antrim Street,Current building,1889,1,accepted,auto_accept,1,1,368-43,76 Antrim St,Antrim St,368-43,Exact standardized address,,,,,,,,,
antrim-st_77,77 Antrim Street,Antrim Street,Current building,1999,1,accepted,auto_accept,1,1,364-1,77 Antrim St,Antrim St,364-1,Exact standardized address,,,,,,,,,
antrim-st_79-81,79-81 Antrim Street,Antrim Street,Current building,1900,2,accepted,usually_auto_accept,2,1,364-41,79 Antrim St|81 Antrim St,Antrim St,364-41,Hail range contains Address Point number(s),,,,,,,,,
antrim-st_80,80 Antrim Street,Antrim Street,Current building,1885,1,accepted,auto_accept,1,1,368-11,80 Antrim St,Antrim St,368-11,Exact standardized address,,,,,,,,,
antrim-st_83-85,83-85 Antrim Street,Antrim Street,Current building,1889,2,accepted,usually_auto_accept,2,1,364-38,83 Antrim St|85 Antrim St,Antrim St,364-38,Hail range contains Address Point number(s),,,,,,,,,
antrim-st_84,84 Antrim Street,Antrim Street,Current building,1885,1,accepted,auto_accept,1,1,368-1,84 Antrim St,Antrim St,368-1,Exact standardized address,,,,,,,,,
antrim-st_88-94,88-94 Antrim Street,Antrim Street,Building complex,1874,2,review,review,4,1,368-39,88 Antrim St|90 Antrim St|92 Antrim St|94 Antrim St,Antrim St,,Hail range contains Address Point number(s),building_complex_geometry_uncertain,"The address resolves, but the Hail entry is a building complex and may represent more than one footprint.",,,,,,,
antrim-st_89,89 Antrim Street,Antrim Street,Current building,1890,1,accepted,auto_accept,1,1,364-35,89 Antrim St,Antrim St,364-35,Exact standardized address,,,,,,,,,
antrim-st_91-93,91-93 Antrim Street,Antrim Street,Current building,1894,2,accepted,usually_auto_accept,2,1,364-25,91 Antrim St|93 Antrim St,Antrim St,364-25,Hail range contains Address Point number(s),,,,,,,,,
antrim-st_95,95 Antrim Street,Antrim Street,Current building,1896,1,accepted,auto_accept,1,1,364-31,95 Antrim St,Antrim St,364-31,Exact standardized address,,,,,,,,,
antrim-st_100,100 Antrim Street,Antrim Street,Current building,1874,1,accepted,auto_accept,1,1,368-36,100 Antrim St,Antrim St,368-36,Exact standardized address,,,,,,,,,
antrim-st_101,101 Antrim Street,Antrim Street,Current building,1890,1,accepted,auto_accept,1,1,364-29,101 Antrim St,Antrim St,364-29,Exact standardized address,,,,,,,,,
antrim-st_106,106 Antrim Street,Antrim Street,Current building,1888,1,accepted,auto_accept,1,1,368-34,106 Antrim St,Antrim St,368-34,Exact standardized address,,,,,,,,,
antrim-st_107,107 Antrim Street,Antrim Street,Current building,1901,1,accepted,auto_accept,1,1,364-27,107 Antrim St,Antrim St,364-27,Exact standardized address,,,,,,,,,
antrim-st_109,109 Antrim Street,Antrim Street,Current building,1901,1,accepted,auto_accept,1,1,364-23,109 Antrim St,Antrim St,364-23,Exact standardized address,,,,,,,,,
antrim-st_110,110 Antrim Street,Antrim Street,Current building,1888,1,accepted,auto_accept,1,1,368-30,110 Antrim St,Antrim St,368-30,Exact standardized address,,,,,,,,,
antrim-st_112-114,112-114 Antrim Street,Antrim Street,Current building,1888,2,accepted,usually_auto_accept,2,1,368-28,112 Antrim St|114 Antrim St,Antrim St,368-28,Hail range contains Address Point number(s),,,,,,,,,
antrim-st_113,113 Antrim Street,Antrim Street,Current building,1901,1,accepted,auto_accept,1,1,364-21,113 Antrim St,Antrim St,364-21,Exact standardized address,,,,,,,,,
antrim-st_118,118 Antrim Street,Antrim Street,Current building,1888,1,accepted,auto_accept,1,1,368-25,118 Antrim St,Antrim St,368-25,Exact standardized address,,,,,,,,,
antrim-st_119,119 Antrim Street,Antrim Street,Current building,1901,1,accepted,auto_accept,1,1,364-19,119 Antrim St,Antrim St,364-19,Exact standardized address,,,,,,,,,
antrim-st_124,124 Antrim Street,Antrim Street,Current building,1888,1,accepted,auto_accept,1,1,368-22,124 Antrim St,Antrim St,368-22,Exact standardized address,,,,,,,,,
antrim-st_125,125 Antrim Street,Antrim Street,Current building,1843,1,accepted,auto_accept,1,1,364-16,125 Antrim St,Antrim St,364-16,Exact standardized address,,,,,,,,,
antrim-st_130-132,130-132 Antrim Street,Antrim Street,Current building,1874,2,accepted,usually_auto_accept,2,1,368-18,130 Antrim St|132 Antrim St,Antrim St,368-18,Hail range contains Address Point number(s),,,,,,,,,
antrim-st_131,131 Antrim Street,Antrim Street,Current building,1897,1,accepted,auto_accept,1,1,364-15,131 Antrim St,Antrim St,364-15,Exact standardized address,,,,,,,,,
antrim-st_135,135 Antrim Street,Antrim Street,Current building,1892,1,accepted,auto_accept,1,1,364-13,135 Antrim St,Antrim St,364-13,Exact standardized address,,,,,,,,,
antrim-st_138-140,138-140 Antrim Street,Antrim Street,Current building,1890,2,accepted,usually_auto_accept,2,1,368-16,138 Antrim St|140 Antrim St,Antrim St,368-16,Hail range contains Address Point number(s),,,,,,,,,
antrim-st_139,139 Antrim Street,Antrim Street,Current building,1887,1,accepted,auto_accept,1,1,364-11,139 Antrim St,Antrim St,364-11,Exact standardized address,,,,,,,,,
antrim-st_142-144,142-144 Antrim Street,Antrim Street,Razed,1848,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
appian-way_3,3 Appian Way,Appian Way,Razed,1900,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
appian-way_3r,3r Appian Way,Appian Way,Razed,1876,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
appian-way_5,5 Appian Way,Appian Way,Razed,1837,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
appian-way_6,6 Appian Way,Appian Way,Razed,1831,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
appian-way_6_2,6 Appian Way,Appian Way,Current building,1970,1,accepted,auto_accept,1,1,319-13,6 Appian Way,Appian Way,319-13,Exact standardized address,,,,,,,,,
appian-way_7,7 Appian Way,Appian Way,Razed,1805,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
appian-way_8,8 Appian Way,Appian Way,Razed,1851,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
appian-way_8_2,8 Appian Way,Appian Way,Razed,1875,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
appian-way_9,9 Appian Way,Appian Way,Razed,1894,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
appian-way_9-13,9-13 Appian Way,Appian Way,Current building,1929,8,accepted,manual_override,1,1,307-14,13 Appian Way,Appian Way,307-14,Reviewer selected this footprint,,,matched,,2026-08-11T16:33:30.177Z,2,accepted,307-14,307-14
appian-way_10,10 Appian Way,Appian Way,Current building,1856,1,accepted,auto_accept,1,1,319-3,10 Appian Way,Appian Way,319-3,Exact standardized address,,,,,,,,,
appian-way_10_2,10 Appian Way,Appian Way,"Addition, rear, or secondary building",,1,accepted,auto_accept,1,1,319-3,10 Appian Way,Appian Way,319-3,Exact standardized address,,,,,,,,,
appian-way_11,11 Appian Way,Appian Way,Razed,1804,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
appian-way_12,12 Appian Way,Appian Way,Razed,1803,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
appian-way_12_2,12 Appian Way,Appian Way,Razed,1823,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
appian-way_13,13 Appian Way,Appian Way,Razed,1865,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
appian-way_13r,13r Appian Way,Appian Way,Razed,1857,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
appian-way_14,14 Appian Way,Appian Way,Razed,1821,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
appian-way_14_2,14 Appian Way,Appian Way,Current building,1964,1,accepted,auto_accept,1,1,319-7,14 Appian Way,Appian Way,319-7,Exact standardized address,,,,,,,,,
appian-way_15,15 Appian Way,Appian Way,Current building,1801,7,unmatched,leave_unmatched,0,0,,,,,No credible address candidate,,,,,,,,,
appian-way_18,18 Appian Way,Appian Way,Razed,1841,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
appian-way_22,22 Appian Way,Appian Way,Razed,1963,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
appleton-rd_5-7,5-7 Appleton Road,Appleton Road,Current building,1916,2,accepted,usually_auto_accept,1,1,230-22,5 Appleton Rd,Appleton Rd,230-22,Hail range contains Address Point number(s),,,,,,,,,
appleton-rd_8,8 Appleton Road,Appleton Road,Current building,1915,1,accepted,auto_accept,1,1,230-13,8 Appleton Rd,Appleton Rd,230-13,Exact standardized address,,,,,,,,,
appleton-rd_9-11,9-11 Appleton Road,Appleton Road,Current building,1924,2,accepted,usually_auto_accept,1,1,230-21,11 Appleton Rd,Appleton Rd,230-21,Hail range contains Address Point number(s),,,,,,,,,
appleton-rd_10,10 Appleton Road,Appleton Road,Current building,1915,1,accepted,auto_accept,1,1,230-15,10 Appleton Rd,Appleton Rd,230-15,Exact standardized address,,,,,,,,,
appleton-st_2,2 Appleton Street,Appleton Street,Current building,1887,1,accepted,auto_accept,1,1,276-17,2 Appleton St,Appleton St,276-17,Exact standardized address,,,,,,,,,
appleton-st_10,10 Appleton Street,Appleton Street,Current building,1887,1,accepted,auto_accept,1,1,276-8,10 Appleton St,Appleton St,276-8,Exact standardized address,,,,,,,,,
appleton-st_19,19 Appleton Street,Appleton Street,Current building,1883,1,accepted,auto_accept,1,1,264-37,19 Appleton St,Appleton St,264-37,Exact standardized address,,,,,,,,,
appleton-st_25,25 Appleton Street,Appleton Street,Current building,1894,1,accepted,auto_accept,1,1,264-23,25 Appleton St,Appleton St,264-23,Exact standardized address,,,,,,,,,
appleton-st_35,35 Appleton Street,Appleton Street,"Addition, rear, or secondary building",1875,7,unmatched,leave_unmatched,0,0,,,,,No credible address candidate,,,,,,,,,
appleton-st_40,40 Appleton Street,Appleton Street,Current building,1893,1,accepted,auto_accept,1,1,260-32,40 Appleton St,Appleton St,260-32,Exact standardized address,,,,,,,,,
appleton-st_43,43 Appleton Street,Appleton Street,Current building,1904,1,accepted,auto_accept,1,1,264-12,43 Appleton St,Appleton St,264-12,Exact standardized address,,,,,,,,,
appleton-st_55,55 Appleton Street,Appleton Street,Current building,1861,1,accepted,auto_accept,1,1,264-6,55 Appleton St,Appleton St,264-6,Exact standardized address,,,,,,,,,
appleton-st_71,71 Appleton Street,Appleton Street,Current building,1875,1,accepted,auto_accept,1,1,229-41,71 Appleton St,Appleton St,229-41,Exact standardized address,,,,,,,,,
appleton-st_88,88 Appleton Street,Appleton Street,Current building,1859,1,accepted,auto_accept,1,1,230-34,88 Appleton St,Appleton St,230-34,Exact standardized address,,,,,,,,,
appleton-st_88r,88r Appleton Street,Appleton Street,Cross reference to another address,1895,7,unmatched,leave_unmatched,0,0,,,,,Classification is Cross reference to another address,,,,,,,,,
appleton-st_89,89 Appleton Street,Appleton Street,Current building,1863,1,accepted,auto_accept,1,1,229-35,89 Appleton St,Appleton St,229-35,Exact standardized address,,,,,,,,,
appleton-st_89r,89r Appleton Street,Appleton Street,"Addition, rear, or secondary building",1864,4,accepted,auto_accept_unique,1,1,229-35,89 Appleton St,Appleton St,229-35,Street and number agree; suffix/rear/range differs but only one footprint is plausible,,,,,,,,,
appleton-st_102,102 Appleton Street,Appleton Street,Current building,1889,1,accepted,auto_accept,1,1,230-3,102 Appleton St,Appleton St,230-3,Exact standardized address,,,,,,,,,
appleton-st_105,105 Appleton Street,Appleton Street,Cross reference to another address,1923,7,unmatched,leave_unmatched,0,0,,,,,Classification is Cross reference to another address,,,,,,,,,
appleton-st_106,106 Appleton Street,Appleton Street,Current building,1907,1,accepted,auto_accept,1,1,230-29,106 Appleton St,Appleton St,230-29,Exact standardized address,,,,,,,,,
appleton-st_114-116,114-116 Appleton Street,Appleton Street,Current building,1915,2,accepted,usually_auto_accept,1,1,230-26,116 Appleton St,Appleton St,230-26,Hail range contains Address Point number(s),,,,,,,,,
appleton-st_115-117,115-117 Appleton Street,Appleton Street,Current building,1924,2,accepted,usually_auto_accept,2,1,229-23,115 Appleton St|117 Appleton St,Appleton St,229-23,Hail range contains Address Point number(s),,,,,,,,,
appleton-st_119,119 Appleton Street,Appleton Street,Current building,1917,1,accepted,auto_accept,1,1,229-19,119 Appleton St,Appleton St,229-19,Exact standardized address,,,,,,,,,
appleton-st_120,120 Appleton Street,Appleton Street,Current building,1921,1,accepted,auto_accept,1,1,230-23,120 Appleton St,Appleton St,230-23,Exact standardized address,,,,,,,,,
appleton-st_121,121 Appleton Street,Appleton Street,Current building,1917,1,accepted,auto_accept,1,1,229-16,121 Appleton St,Appleton St,229-16,Exact standardized address,,,,,,,,,
appleton-st_127,127 Appleton Street,Appleton Street,Current building,1917,1,accepted,auto_accept,1,1,229-13,127 Appleton St,Appleton St,229-13,Exact standardized address,,,,,,,,,
appleton-st_128-130,128-130 Appleton Street,Appleton Street,Current building,1916,2,accepted,usually_auto_accept,2,1,230-17,128 Appleton St|130 Appleton St,Appleton St,230-17,Hail range contains Address Point number(s),,,,,,,,,
appleton-st_132-134,132-134 Appleton Street,Appleton Street,Current building,1915,2,accepted,usually_auto_accept,2,1,230-12,132 Appleton St|134 Appleton St,Appleton St,230-12,Hail range contains Address Point number(s),,,,,,,,,
appleton-st_133,133+ Appleton Street,Appleton Street,Razed,1862,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
appleton-st_133_2,133 Appleton Street,Appleton Street,Current building,1917,1,accepted,auto_accept,1,1,229-11,133 Appleton St,Appleton St,229-11,Exact standardized address,,,,,,,,,
appleton-st_136,136 Appleton Street,Appleton Street,Current building,1921,1,accepted,auto_accept,1,1,230-11,136 Appleton St,Appleton St,230-11,Exact standardized address,,,,,,,,,
appleton-st_151,151 Appleton Street,Appleton Street,Current building,1890,1,accepted,auto_accept,1,1,210-25,151 Appleton St,Appleton St,210-25,Exact standardized address,,,,,,,,,
appleton-st_153,153 Appleton Street,Appleton Street,Current building,1890,1,accepted,auto_accept,1,1,210-23,153 Appleton St,Appleton St,210-23,Exact standardized address,,,,,,,,,
appleton-st_157,157 Appleton Street,Appleton Street,Current building,1890,1,accepted,auto_accept,1,1,210-20,157 Appleton St,Appleton St,210-20,Exact standardized address,,,,,,,,,
appleton-st_158-160,158-160 Appleton Street,Appleton Street,Current building,1925,2,accepted,usually_auto_accept,2,1,198-43,158 Appleton St|160 Appleton St,Appleton St,198-43,Hail range contains Address Point number(s),,,,,,,,,
appleton-st_159,159 Appleton Street,Appleton Street,Current building,1890,1,accepted,auto_accept,1,1,210-5,159 Appleton St,Appleton St,210-5,Exact standardized address,,,,,,,,,
appleton-st_162-164,162-164 Appleton Street,Appleton Street,Current building,1890,2,accepted,usually_auto_accept,2,1,198-38,162 Appleton St|164 Appleton St,Appleton St,198-38,Hail range contains Address Point number(s),,,,,,,,,
appleton-st_168-170,168-170 Appleton Street,Appleton Street,Current building,1928,2,accepted,usually_auto_accept,2,1,198-20,168 Appleton St|170 Appleton St,Appleton St,198-20,Hail range contains Address Point number(s),,,,,,,,,
appleton-st_172-174,172-174 Appleton Street,Appleton Street,Current building,1927,2,accepted,usually_auto_accept,1,1,198-23,174 Appleton St,Appleton St,198-23,Hail range contains Address Point number(s),,,,,,,,,
appleton-st_173,173 Appleton Street,Appleton Street,Current building,1880,1,accepted,auto_accept,1,1,200-22,173 Appleton St,Appleton St,200-22,Exact standardized address,,,,,,,,,
appleton-st_176-178,176-178 Appleton Street,Appleton Street,Current building,1927,2,accepted,usually_auto_accept,2,1,198-31,176 Appleton St|178 Appleton St,Appleton St,198-31,Hail range contains Address Point number(s),,,,,,,,,
appleton-st_179,179 Appleton Street,Appleton Street,Current building,1902,1,accepted,auto_accept,1,1,200-19,179 Appleton St,Appleton St,200-19,Exact standardized address,,,,,,,,,
appleton-st_180-182,180-182 Appleton Street,Appleton Street,Current building,1891,2,accepted,usually_auto_accept,2,1,198-28,180 Appleton St|182 Appleton St,Appleton St,198-28,Hail range contains Address Point number(s),,,,,,,,,
appleton-st_184,184 Appleton Street,Appleton Street,Cross reference to another address,1897,7,unmatched,leave_unmatched,0,0,,,,,Classification is Cross reference to another address,,,,,,,,,
appleton-st_185,185 Appleton Street,Appleton Street,Current building,1926,1,accepted,auto_accept,1,1,200-15,185 Appleton St,Appleton St,200-15,Exact standardized address,,,,,,,,,
appleton-st_190-192,190-192 Appleton Street,Appleton Street,Current building,1875,2,accepted,usually_auto_accept,2,1,198-18,190 Appleton St|192 Appleton St,Appleton St,198-18,Hail range contains Address Point number(s),,,,,,,,,
appleton-st_194,194 Appleton Street,Appleton Street,"Addition, rear, or secondary building",1884,1,accepted,auto_accept,1,1,198-22,194 Appleton St,Appleton St,198-22,Exact standardized address,,,,,,,,,
appleton-st_196,196 Appleton Street,Appleton Street,Current building,1884,1,accepted,auto_accept,1,1,198-13,196 Appleton St,Appleton St,198-13,Exact standardized address,,,,,,,,,
appleton-st_200,200 Appleton Street,Appleton Street,Current building,1936,1,accepted,auto_accept,1,1,198-9,200 Appleton St,Appleton St,198-9,Exact standardized address,,,,,,,,,
appleton-st_200r,200r Appleton Street,Appleton Street,Razed,1904,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
appleton-st_202,202 Appleton Street,Appleton Street,"Addition, rear, or secondary building",1999,1,accepted,auto_accept,1,1,198-11,202 Appleton St,Appleton St,198-11,Exact standardized address,,,,,,,,,
appleton-st_203,203 Appleton Street,Appleton Street,Current building,1877,1,accepted,auto_accept,1,1,191-15,203 Appleton St,Appleton St,191-15,Exact standardized address,,,,,,,,,
appleton-st_205-207,205-207 Appleton Street,Appleton Street,Current building,1875,2,accepted,usually_auto_accept,2,1,191-11,205 Appleton St|207 Appleton St,Appleton St,191-11,Hail range contains Address Point number(s),,,,,,,,,
appleton-st_208,208 Appleton Street,Appleton Street,Current building,1936,1,accepted,auto_accept,1,1,198-2,208 Appleton St,Appleton St,198-2,Exact standardized address,,,,,,,,,
