building_id,hail_address,hail_street_name,classification,construction_year,match_stage,match_status,treatment,candidate_address_point_count,candidate_bldgid_count,candidate_bldgids,candidate_addresses,candidate_street_names,matched_bldgid,match_reason,review_reason_category,review_reason_summary,override_decision,override_note,override_reviewed_at,pre_override_match_stage,pre_override_match_status,pre_override_matched_bldgid,pre_override_candidate_bldgids
aberdeen-ave_14-16,14-16 Aberdeen Avenue,Aberdeen Avenue,Current building,1928,2,accepted,usually_auto_accept,2,1,274-45,14 Aberdeen Ave|16 Aberdeen Ave,Aberdeen Ave,274-45,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_15-17,15-17 Aberdeen Avenue,Aberdeen Avenue,Razed,1930,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
aberdeen-ave_17r,17r Aberdeen Avenue,Aberdeen Avenue,"Addition, rear, or secondary building",1941,7,unmatched,leave_unmatched,0,0,,,,,No credible address candidate,,,,,,,,,
aberdeen-ave_20-22,20-22 Aberdeen Avenue,Aberdeen Avenue,Current building,1928,2,accepted,usually_auto_accept,2,1,274-42,20 Aberdeen Ave|22 Aberdeen Ave,Aberdeen Ave,274-42,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_23-29,23-29 Aberdeen Avenue,Aberdeen Avenue,Razed,1873,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
aberdeen-ave_24-26,24-26 Aberdeen Avenue,Aberdeen Avenue,Current building,1928,2,accepted,usually_auto_accept,2,1,274-39,24 Aberdeen Ave|26 Aberdeen Ave,Aberdeen Ave,274-39,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_25,25 Aberdeen Avenue,Aberdeen Avenue,Current building,1908,1,accepted,auto_accept,1,1,270-66,25 Aberdeen Ave,Aberdeen Ave,270-66,Exact standardized address,,,,,,,,,
aberdeen-ave_27,27 Aberdeen Avenue,Aberdeen Avenue,Current building,1910,1,accepted,auto_accept,1,1,270-63,27 Aberdeen Ave,Aberdeen Ave,270-63,Exact standardized address,,,,,,,,,
aberdeen-ave_28-30,28-30 Aberdeen Avenue,Aberdeen Avenue,Current building,1928,2,accepted,usually_auto_accept,2,1,274-36,28 Aberdeen Ave|30 Aberdeen Ave,Aberdeen Ave,274-36,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_30,30+ Aberdeen Avenue,Aberdeen Avenue,Razed,1900,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
aberdeen-ave_32-34,32-34 Aberdeen Avenue,Aberdeen Avenue,Current building,1928,2,accepted,usually_auto_accept,2,1,274-33,32 Aberdeen Ave|34 Aberdeen Ave,Aberdeen Ave,274-33,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_33,33 Aberdeen Avenue,Aberdeen Avenue,Current building,1912,1,accepted,auto_accept,1,1,270-59,33 Aberdeen Ave,Aberdeen Ave,270-59,Exact standardized address,,,,,,,,,
aberdeen-ave_35-37,35-37 Aberdeen Avenue,Aberdeen Avenue,Razed,1871,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
aberdeen-ave_35-37_2,35-37 Aberdeen Avenue,Aberdeen Avenue,Current building,1929,2,accepted,usually_auto_accept,2,1,270-54,35 Aberdeen Ave|37 Aberdeen Ave,Aberdeen Ave,270-54,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_38-40,38-40 Aberdeen Avenue,Aberdeen Avenue,Current building,1928,2,accepted,usually_auto_accept,2,1,274-30,38 Aberdeen Ave|40 Aberdeen Ave,Aberdeen Ave,274-30,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_39-41,39-41 Aberdeen Avenue,Aberdeen Avenue,Current building,1926,2,accepted,usually_auto_accept,2,1,270-52,39 Aberdeen Ave|41 Aberdeen Ave,Aberdeen Ave,270-52,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_43-45,43-45 Aberdeen Avenue,Aberdeen Avenue,Current building,1929,2,accepted,usually_auto_accept,2,1,270-43,43 Aberdeen Ave|45 Aberdeen Ave,Aberdeen Ave,270-43,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_44-46,44-46 Aberdeen Avenue,Aberdeen Avenue,Current building,1928,2,accepted,usually_auto_accept,2,1,274-27,44 Aberdeen Ave|46 Aberdeen Ave,Aberdeen Ave,274-27,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_47,47 Aberdeen Avenue,Aberdeen Avenue,Current building,1886,1,accepted,auto_accept,1,1,270-49,47 Aberdeen Ave,Aberdeen Ave,270-49,Exact standardized address,,,,,,,,,
aberdeen-ave_53,53 Aberdeen Avenue,Aberdeen Avenue,Current building,1908,1,accepted,auto_accept,1,1,270-48,53 Aberdeen Ave,Aberdeen Ave,270-48,Exact standardized address,,,,,,,,,
aberdeen-ave_54-56,54-56 Aberdeen Avenue,Aberdeen Avenue,Current building,1841,2,accepted,usually_auto_accept,2,1,274-1,54 Aberdeen Ave|56 Aberdeen Ave,Aberdeen Ave,274-1,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_55-57,55-57 Aberdeen Avenue,Aberdeen Avenue,Current building,1919,2,accepted,usually_auto_accept,2,1,270-47,55 Aberdeen Ave|57 Aberdeen Ave,Aberdeen Ave,270-47,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_57,57 Aberdeen Avenue,Aberdeen Avenue,Razed,1889,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
aberdeen-ave_59-61,59-61 Aberdeen Avenue,Aberdeen Avenue,Current building,1926,2,accepted,usually_auto_accept,2,1,270-44,59 Aberdeen Ave|61 Aberdeen Ave,Aberdeen Ave,270-44,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_60,60 Aberdeen Avenue,Aberdeen Avenue,"Addition, rear, or secondary building",1913,7,unmatched,leave_unmatched,0,0,,,,,No credible address candidate,,,,,,,,,
aberdeen-ave_63-65,63-65 Aberdeen Avenue,Aberdeen Avenue,Current building,1926,2,accepted,usually_auto_accept,2,1,270-39,63 Aberdeen Ave|65 Aberdeen Ave,Aberdeen Ave,270-39,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_64,64 Aberdeen Avenue,Aberdeen Avenue,Current building,1913,1,accepted,auto_accept,1,1,274-25,64 Aberdeen Ave,Aberdeen Ave,274-25,Exact standardized address,,,,,,,,,
aberdeen-ave_67-69,67-69 Aberdeen Avenue,Aberdeen Avenue,Current building,1915,2,accepted,usually_auto_accept,2,1,270-25,67 Aberdeen Ave|69 Aberdeen Ave,Aberdeen Ave,270-25,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_68-70,68-70 Aberdeen Avenue,Aberdeen Avenue,Current building,1925,2,accepted,usually_auto_accept,2,1,274-18,68 Aberdeen Ave|70 Aberdeen Ave,Aberdeen Ave,274-18,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_73-75,73-75 Aberdeen Avenue,Aberdeen Avenue,Current building,1924,2,accepted,usually_auto_accept,2,1,270-27,73 Aberdeen Ave|75 Aberdeen Ave,Aberdeen Ave,270-27,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_74-76,74-76 Aberdeen Avenue,Aberdeen Avenue,Current building,1925,2,accepted,usually_auto_accept,2,1,274-12,74 Aberdeen Ave|76 Aberdeen Ave,Aberdeen Ave,274-12,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_78-80,78-80 Aberdeen Avenue,Aberdeen Avenue,Current building,1925,2,accepted,usually_auto_accept,2,1,274-14,78 Aberdeen Ave|80 Aberdeen Ave,Aberdeen Ave,274-14,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_79-81,79-81 Aberdeen Avenue,Aberdeen Avenue,Current building,1924,2,accepted,usually_auto_accept,2,1,270-36,79 Aberdeen Ave|81 Aberdeen Ave,Aberdeen Ave,270-36,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_83-85,83-85 Aberdeen Avenue,Aberdeen Avenue,Current building,1924,2,accepted,usually_auto_accept,2,1,270-33,83 Aberdeen Ave|85 Aberdeen Ave,Aberdeen Ave,270-33,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_84-86,84-86 Aberdeen Avenue,Aberdeen Avenue,Current building,1925,2,accepted,usually_auto_accept,2,1,274-17,84 Aberdeen Ave|86 Aberdeen Ave,Aberdeen Ave,274-17,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_87-89,87-89 Aberdeen Avenue,Aberdeen Avenue,Current building,1924,2,accepted,usually_auto_accept,2,1,270-26,87 Aberdeen Ave|89 Aberdeen Ave,Aberdeen Ave,270-26,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_88-90,88-90 Aberdeen Avenue,Aberdeen Avenue,Current building,1915,2,accepted,usually_auto_accept,2,1,274-16,88 Aberdeen Ave|90 Aberdeen Ave,Aberdeen Ave,274-16,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_91-93,91-93 Aberdeen Avenue,Aberdeen Avenue,Current building,1924,2,accepted,usually_auto_accept,2,1,270-1,91 Aberdeen Ave|93 Aberdeen Ave,Aberdeen Ave,270-1,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_92-94,92-94 Aberdeen Avenue,Aberdeen Avenue,Current building,1925,2,accepted,usually_auto_accept,2,1,274-13,92 Aberdeen Ave|94 Aberdeen Ave,Aberdeen Ave,274-13,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_97-99,97-99 Aberdeen Avenue,Aberdeen Avenue,Current building,1924,2,accepted,usually_auto_accept,2,1,270-16,97 Aberdeen Ave|99 Aberdeen Ave,Aberdeen Ave,270-16,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_98-100,98-100 Aberdeen Avenue,Aberdeen Avenue,Current building,1925,2,accepted,usually_auto_accept,1,1,274-5,100 Aberdeen Ave,Aberdeen Ave,274-5,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_100r,100r Aberdeen Avenue,Aberdeen Avenue,Razed,1866,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
aberdeen-ave_101-103,101-103 Aberdeen Avenue,Aberdeen Avenue,Current building,1909,2,accepted,usually_auto_accept,2,1,270-23,101 Aberdeen Ave|103 Aberdeen Ave,Aberdeen Ave,270-23,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_102-104,102-104 Aberdeen Avenue,Aberdeen Avenue,Current building,1925,2,accepted,usually_auto_accept,2,1,274-11,102 Aberdeen Ave|104 Aberdeen Ave,Aberdeen Ave,274-11,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_107,107 Aberdeen Avenue,Aberdeen Avenue,Current building,1946,1,accepted,auto_accept,1,1,270-21,107 Aberdeen Ave,Aberdeen Ave,270-21,Exact standardized address,,,,,,,,,
aberdeen-ave_108-110,108-110 Aberdeen Avenue,Aberdeen Avenue,Current building,1925,2,accepted,usually_auto_accept,2,1,274-9,108 Aberdeen Ave|110 Aberdeen Ave,Aberdeen Ave,274-9,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_112-114,112-114 Aberdeen Avenue,Aberdeen Avenue,Current building,1926,2,accepted,usually_auto_accept,2,1,274-6,112 Aberdeen Ave|114 Aberdeen Ave,Aberdeen Ave,274-6,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_115,115 Aberdeen Avenue,Aberdeen Avenue,Current building,1928,1,accepted,auto_accept,1,1,270-13,115 Aberdeen Ave,Aberdeen Ave,270-13,Exact standardized address,,,,,,,,,
aberdeen-ave_118-120,118-120 Aberdeen Avenue,Aberdeen Avenue,Current building,1926,2,accepted,usually_auto_accept,2,1,274-3,118 Aberdeen Ave|120 Aberdeen Ave,Aberdeen Ave,274-3,Hail range contains Address Point number(s),,,,,,,,,
aberdeen-ave_122-124,122-124 Aberdeen Avenue,Aberdeen Avenue,Current building,1926,2,accepted,usually_auto_accept,2,1,274-2,122 Aberdeen Ave|124 Aberdeen Ave,Aberdeen Ave,274-2,Hail range contains Address Point number(s),,,,,,,,,
acacia-st_3,3 Acacia Street,Acacia Street,Current building,1886,1,accepted,auto_accept,1,1,312-5,3 Acacia St,Acacia St,312-5,Exact standardized address,,,,,,,,,
acacia-st_6,6 Acacia Street,Acacia Street,Razed,1873,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
acacia-st_6_2,6 Acacia Street,Acacia Street,"Addition, rear, or secondary building",1875,1,accepted,auto_accept,1,1,327-6,6 Acacia St,Acacia St,327-6,Exact standardized address,,,,,,,,,
acacia-st_7,7 Acacia Street,Acacia Street,Current building,1886,1,accepted,auto_accept,1,1,312-12,7 Acacia St,Acacia St,312-12,Exact standardized address,,,,,,,,,
acacia-st_8-10,8-10 Acacia Street,Acacia Street,Current building,1874,2,accepted,usually_auto_accept,2,1,327-3,10 Acacia St|8 Acacia St,Acacia St,327-3,Hail range contains Address Point number(s),,,,,,,,,
acacia-st_9,9 Acacia Street,Acacia Street,Current building,1884,1,accepted,auto_accept,1,1,312-14,9 Acacia St,Acacia St,312-14,Exact standardized address,,,,,,,,,
acorn-pk_15,15 Acorn Park,Acorn Park,Current building,1953,7,unmatched,leave_unmatched,0,0,,,,,No credible address candidate,,,,,,,,,
acorn-pk_15r,15r Acorn Park,Acorn Park,"Addition, rear, or secondary building",1967,7,unmatched,leave_unmatched,0,0,,,,,No credible address candidate,,,,,,,,,
acorn-pk_20,20 Acorn Park,Acorn Park,Current building,1952,7,unmatched,leave_unmatched,0,0,,,,,No credible address candidate,,,,,,,,,
acorn-pk_25,25 Acorn Park,Acorn Park,Current building,1960,7,unmatched,leave_unmatched,0,0,,,,,No credible address candidate,,,,,,,,,
acorn-pk_26,26 Acorn Park,Acorn Park,"Addition, rear, or secondary building",1961,7,unmatched,leave_unmatched,0,0,,,,,No credible address candidate,,,,,,,,,
acorn-pk_32,32 Acorn Park,Acorn Park,Current building,1957,7,unmatched,leave_unmatched,0,0,,,,,No credible address candidate,,,,,,,,,
acorn-pk_35,35 Acorn Park,Acorn Park,Current building,1957,7,unmatched,leave_unmatched,0,0,,,,,No credible address candidate,,,,,,,,,
acorn-pk_42,42 Acorn Park,Acorn Park,Current building,1952,7,unmatched,leave_unmatched,0,0,,,,,No credible address candidate,,,,,,,,,
acorn-pk_46,46 Acorn Park,Acorn Park,"Addition, rear, or secondary building",1958,7,unmatched,leave_unmatched,0,0,,,,,No credible address candidate,,,,,,,,,
acorn-pk_100,100+ Acorn Park,Acorn Park,Razed,,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
acorn-st_6-8,6-8 Acorn Street,Acorn Street,Current building,1894,2,accepted,usually_auto_accept,2,1,731-9,6 Acorn St|8 Acorn St,Acorn St,731-9,Hail range contains Address Point number(s),,,,,,,,,
acorn-st_9-11,9-11 Acorn Street,Acorn Street,Current building,1908,2,accepted,usually_auto_accept,2,1,727-3,11 Acorn St|9 Acorn St,Acorn St,727-3,Hail range contains Address Point number(s),,,,,,,,,
acorn-st_10,10 Acorn Street,Acorn Street,Current building,1870,1,accepted,auto_accept,1,1,731-11,10 Acorn St,Acorn St,731-11,Exact standardized address,,,,,,,,,
acorn-st_13-15,13-15 Acorn Street,Acorn Street,Current building,1885,2,accepted,usually_auto_accept,2,1,727-12,13 Acorn St|15 Acorn St,Acorn St,727-12,Hail range contains Address Point number(s),,,,,,,,,
acorn-st_16-18,16-18 Acorn Street,Acorn Street,Current building,1928,2,accepted,usually_auto_accept,2,1,731-13,16 Acorn St|18 Acorn St,Acorn St,731-13,Hail range contains Address Point number(s),,,,,,,,,
acorn-st_17,17 Acorn Street,Acorn Street,"Addition, rear, or secondary building",1869,1,accepted,auto_accept,1,1,727-2,17 Acorn St,Acorn St,727-2,Exact standardized address,,,,,,,,,
acorn-st_21,21 Acorn Street,Acorn Street,Current building,1885,1,accepted,auto_accept,1,1,727-15,21 Acorn St,Acorn St,727-15,Exact standardized address,,,,,,,,,
acorn-st_23-27,23-27 Acorn Street,Acorn Street,Current building,1869,2,accepted,usually_auto_accept,2,1,727-17,23 Acorn St|27 Acorn St,Acorn St,727-17,Hail range contains Address Point number(s),,,,,,,,,
adams-terr_5-7,5-7 Adams Terrace,Adams Terrace,Current building,1917,6,accepted,confirmed_alias,1,1,282-59,5 Adams Ter,Adams Ter,282-59,Confirmed street-name alias with compatible number and one footprint,,,,,,,,,
adams-terr_6-8,6-8 Adams Terrace,Adams Terrace,Current building,1927,6,accepted,confirmed_alias,1,1,282-65,6 Adams Ter,Adams Ter,282-65,Confirmed street-name alias with compatible number and one footprint,,,,,,,,,
adams-terr_9-11,9-11 Adams Terrace,Adams Terrace,Current building,1917,6,accepted,confirmed_alias,1,1,282-57,9 Adams Ter,Adams Ter,282-57,Confirmed street-name alias with compatible number and one footprint,,,,,,,,,
adams-terr_10-12,10-12 Adams Terrace,Adams Terrace,Current building,1927,6,accepted,confirmed_alias,1,1,282-64,10 Adams Ter,Adams Ter,282-64,Confirmed street-name alias with compatible number and one footprint,,,,,,,,,
agassiz-st_6-10,6-10 Agassiz Street,Agassiz Street,Current building,1926,2,accepted,usually_auto_accept,2,1,152-13,10 Agassiz St|6 Agassiz St,Agassiz St,152-13,Hail range contains Address Point number(s),,,,,,,,,
agassiz-st_18,18 Agassiz Street,Agassiz Street,Current building,1889,1,accepted,auto_accept,1,1,152-12,18 Agassiz St,Agassiz St,152-12,Exact standardized address,,,,,,,,,
agassiz-st_19,19 Agassiz Street,Agassiz Street,Current building,1912,1,accepted,auto_accept,1,1,156-6,19 Agassiz St,Agassiz St,156-6,Exact standardized address,,,,,,,,,
agassiz-st_24,24 Agassiz Street,Agassiz Street,Current building,1888,1,accepted,auto_accept,1,1,152-8,24 Agassiz St,Agassiz St,152-8,Exact standardized address,,,,,,,,,
agassiz-st_27,27 Agassiz Street,Agassiz Street,Current building,1890,1,accepted,auto_accept,1,1,156-4,27 Agassiz St,Agassiz St,156-4,Exact standardized address,,,,,,,,,
agassiz-st_30,30 Agassiz Street,Agassiz Street,Current building,1890,1,accepted,auto_accept,1,1,152-5,30 Agassiz St,Agassiz St,152-5,Exact standardized address,,,,,,,,,
agassiz-st_32,32 Agassiz Street,Agassiz Street,Current building,1891,8,accepted,manual_override,1,1,152-2,30 Lancaster St,Lancaster St,152-2,Reviewer selected this footprint,,,matched,Matches historic address,2026-08-11T17:10:11.272Z,5,review,,152-2
agassiz-st_33,33 Agassiz Street,Agassiz Street,Current building,1890,1,accepted,auto_accept,1,1,156-1,33 Agassiz St,Agassiz St,156-1,Exact standardized address,,,,,,,,,
albany-st_8-20,8-20 Albany Street,Albany Street,Razed,1881,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
albany-st_20-36,20-36 Albany Street,Albany Street,Current building,1966,2,accepted,usually_auto_accept,1,1,666-1,32 Albany St,Albany St,666-1,Hail range contains Address Point number(s),,,,,,,,,
albany-st_35-39,35-39 Albany Street,Albany Street,Razed,1889,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
albany-st_36,36 Albany Street,Albany Street,Razed,1897,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
albany-st_40,40 Albany Street,Albany Street,Razed,1993,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
albany-st_46,46 Albany Street,Albany Street,Razed,1883,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
albany-st_50-62,50-62 Albany Street,Albany Street,Razed,1895,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
albany-st_50,50 Albany Street,Albany Street,Razed,1955,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
albany-st_60,60 Albany Street,Albany Street,Current building,1971,4,review,manual_review,3,3,666-13|666-2|666-3,60 Albany St,Albany St,,Street and number agree but suffix/rear/range yields multiple or complex candidates,multiple_footprint_candidates,"The street and base number agree, but suffix, rear, or range differences leave more than one plausible footprint.",,,,,,,
albany-st_63-77,63-77 Albany Street,Albany Street,Razed,1972,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
albany-st_68-92,68-92 Albany Street,Albany Street,Razed,1881,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
albany-st_68,68 Albany Street,Albany Street,Current building,1978,1,accepted,auto_accept,1,1,666-9,68 Albany St,Albany St,666-9,Exact standardized address,,,,,,,,,
albany-st_91,91 Albany Street,Albany Street,Current building,1894,7,unmatched,leave_unmatched,0,0,,,,,No credible address candidate,,,,,,,,,
albany-st_101,101 Albany Street,Albany Street,Razed,1929,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
albany-st_114,114 Albany Street,Albany Street,Razed,1933,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
albany-st_126,126 Albany Street,Albany Street,Current building,1959,7,unmatched,leave_unmatched,0,0,,,,,No credible address candidate,,,,,,,,,
albany-st_138,138 Albany Street,Albany Street,"Addition, rear, or secondary building",1899,1,accepted,auto_accept,1,1,699-25,138 Albany St,Albany St,699-25,Exact standardized address,,,,,,,,,
albany-st_140-170,140-170 Albany Street,Albany Street,Current building,1911,4,review,manual_review,4,3,699-13|699-2|699-6,144 Albany St|150 Albany St|166 Albany St|170 Albany St,Albany St,,Street and number agree but suffix/rear/range yields multiple or complex candidates,multiple_footprint_candidates,"The street and base number agree, but suffix, rear, or range differences leave more than one plausible footprint.",,,,,,,
albany-st_143-151,143-151 Albany Street,Albany Street,Current building,1911,2,accepted,usually_auto_accept,1,1,702-2,143 Albany St,Albany St,702-2,Hail range contains Address Point number(s),,,,,,,,,
albany-st_157,157 Albany Street,Albany Street,Current building,1922,7,unmatched,leave_unmatched,0,0,,,,,No credible address candidate,,,,,,,,,
albany-st_167,167 Albany Street,Albany Street,Current building,1923,1,accepted,auto_accept,1,1,702-3,167 Albany St,Albany St,702-3,Exact standardized address,,,,,,,,,
albany-st_175,175 Albany Street,Albany Street,Current building,1923,1,accepted,auto_accept,1,1,702-6,175 Albany St,Albany St,702-6,Exact standardized address,,,,,,,,,
albany-st_180-200,180-200 Albany Street,Albany Street,Current building,1898,4,review,manual_review,2,2,699-16|699-17,180 Albany St|190 Albany St,Albany St,,Street and number agree but suffix/rear/range yields multiple or complex candidates,multiple_footprint_candidates,"The street and base number agree, but suffix, rear, or range differences leave more than one plausible footprint.",,,,,,,
albany-st_185-195,185-195 Albany Street,Albany Street,Current building,1924,4,review,manual_review,2,2,702-8|702-9,185 Albany St|195 Albany St,Albany St,,Street and number agree but suffix/rear/range yields multiple or complex candidates,multiple_footprint_candidates,"The street and base number agree, but suffix, rear, or range differences leave more than one plausible footprint.",,,,,,,
albany-st_200,200+ Albany Street,Albany Street,Razed,1874,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
albany-st_221,221+ Albany Street,Albany Street,Razed,1874,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
albany-st_224,224 Albany Street,Albany Street,Current building,1905,1,accepted,auto_accept,1,1,699-18,224 Albany St,Albany St,699-18,Exact standardized address,,,,,,,,,
albany-st_230,230 Albany Street,Albany Street,Current building,1918,1,accepted,auto_accept,1,1,699-19,230 Albany St,Albany St,699-19,Exact standardized address,,,,,,,,,
albany-st_239,239 Albany Street,Albany Street,Razed,1938,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
albany-st_240,240 Albany Street,Albany Street,Razed,1906,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
albany-st_240_2,240 Albany Street,Albany Street,Razed,1979,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
albany-st_240_3,240 Albany Street,Albany Street,Current building,1994,1,accepted,auto_accept,1,1,699-20,240 Albany St,Albany St,699-20,Exact standardized address,,,,,,,,,
albany-st_250-260,250-260 Albany Street,Albany Street,Razed,1909,0,excluded,exclude,0,0,,,,,Hail record is razed,,,,,,,,,
albany-st_251,251 Albany Street,Albany Street,Current building,1919,7,unmatched,leave_unmatched,0,0,,,,,No credible address candidate,,,,,,,,,
albany-st_270,270 Albany Street,Albany Street,Current building,1920,1,accepted,auto_accept,1,1,699-21,270 Albany St,Albany St,699-21,Exact standardized address,,,,,,,,,
albany-st_273,273 Albany Street,Albany Street,Current building,1954,7,unmatched,leave_unmatched,0,0,,,,,No credible address candidate,,,,,,,,,
albany-st_278-280,278-280 Albany Street,Albany Street,Current building,1921,2,accepted,usually_auto_accept,1,1,699-22,280 Albany St,Albany St,699-22,Hail range contains Address Point number(s),,,,,,,,,
albany-st_281,281 Albany Street,Albany Street,Current building,1946,1,accepted,auto_accept,1,1,714-4,281 Albany St,Albany St,714-4,Exact standardized address,,,,,,,,,
albany-st_288,288 Albany Street,Albany Street,Current building,1919,7,unmatched,leave_unmatched,0,0,,,,,No credible address candidate,,,,,,,,,
albany-st_290,290 Albany Street,Albany Street,Current building,1919,7,unmatched,leave_unmatched,0,0,,,,,No credible address candidate,,,,,,,,,
albany-st_293-295,293-295 Albany Street,Albany Street,Current building,1906,7,unmatched,leave_unmatched,0,0,,,,,No credible address candidate,,,,,,,,,
albany-st_298,298 Albany Street,Albany Street,"Addition, rear, or secondary building",1907,7,unmatched,leave_unmatched,0,0,,,,,No credible address candidate,,,,,,,,,
alberta-terr_6,6 Alberta Terrace,Alberta Terrace,Cross reference to another address,1912,7,unmatched,leave_unmatched,0,0,,,,,Classification is Cross reference to another address,,,,,,,,,
alberta-terr_8-12,8-12 Alberta Terrace,Alberta Terrace,Current building,1843,6,accepted,confirmed_alias,1,1,37-2,8 Alberta Ter,Alberta Ter,37-2,Confirmed street-name alias with compatible number and one footprint,,,,,,,,,
alberta-terr_14,14 Alberta Terrace,Alberta Terrace,Current building,1911,6,accepted,confirmed_alias,1,1,37-4,14 Alberta Ter,Alberta Ter,37-4,Confirmed street-name alias with compatible number and one footprint,,,,,,,,,
alewife-brook-pkwy_20-21,20-21 Alewife Brook Parkway,Alewife Brook Parkway,Current building,1930,2,accepted,usually_auto_accept,2,1,4-5,20 Alewife Brook Pkwy|21 Alewife Brook Pkwy,Alewife Brook Pkwy,4-5,Hail range contains Address Point number(s),,,,,,,,,
alewife-brook-pkwy_22-23,22-23 Alewife Brook Parkway,Alewife Brook Parkway,Current building,1928,2,accepted,usually_auto_accept,2,1,4-2,22 Alewife Brook Pkwy|23 Alewife Brook Pkwy,Alewife Brook Pkwy,4-2,Hail range contains Address Point number(s),,,,,,,,,
alewife-brook-pkwy_24-25,24-25 Alewife Brook Parkway,Alewife Brook Parkway,Current building,1928,2,accepted,usually_auto_accept,2,1,4-1,24 Alewife Brook Pkwy|25 Alewife Brook Pkwy,Alewife Brook Pkwy,4-1,Hail range contains Address Point number(s),,,,,,,,,
alewife-brook-pkwy_26-27,26-27 Alewife Brook Parkway,Alewife Brook Parkway,Current building,1928,7,unmatched,leave_unmatched,0,0,,,,,No credible address candidate,,,,,,,,,
alewife-brook-pkwy_28-29,28-29 Alewife Brook Parkway,Alewife Brook Parkway,Current building,1928,2,accepted,usually_auto_accept,2,1,3-4,28 Alewife Brook Pkwy|29 Alewife Brook Pkwy,Alewife Brook Pkwy,3-4,Hail range contains Address Point number(s),,,,,,,,,
alewife-brook-pkwy_30-31,30-31 Alewife Brook Parkway,Alewife Brook Parkway,Current building,1928,2,accepted,usually_auto_accept,2,1,3-1,30 Alewife Brook Pkwy|31 Alewife Brook Pkwy,Alewife Brook Pkwy,3-1,Hail range contains Address Point number(s),,,,,,,,,
alewife-brook-pkwy_40,40 Alewife Brook Parkway,Alewife Brook Parkway,Current building,1928,7,unmatched,leave_unmatched,0,0,,,,,No credible address candidate,,,,,,,,,
