wikipedia_page_id,wikipedia_title,wikipedia_url,latitude,longitude,match_method,match_distance_meters,candidate_count,candidate_bldgids,matched_bldgid,confidence_status,decision_status,review_reason,previous_title,previous_latitude,previous_longitude
9968010,Harvard Asia Pacific Review,https://en.wikipedia.org/wiki/Harvard_Asia_Pacific_Review,42.377833333333335,-71.11319444444445,contained,0.00,1,241-38,241-38,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
10402984,Percy W. Bridgman House,https://en.wikipedia.org/wiki/Percy_W._Bridgman_House,42.379080555555554,-71.12897777777778,nearest,1.26,1,249-27,249-27,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
10454810,Oliver Hastings House,https://en.wikipedia.org/wiki/Oliver_Hastings_House,42.376666666666665,-71.12666666666667,none,,0,,,unmatched,needs_review,No building footprint is within 25 meters.,,,
10988118,Washington Elm,https://en.wikipedia.org/wiki/Washington_Elm,42.37657222222222,-71.12222222222222,none,,0,,,unmatched,needs_review,No building footprint is within 25 meters.,,,
12638003,Globe Corner Bookstore,https://en.wikipedia.org/wiki/Globe_Corner_Bookstore,42.37236111111111,-71.1198611111111,contained,0.00,1,405-8,405-8,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
12801530,Mugar Omni Theater,https://en.wikipedia.org/wiki/Mugar_Omni_Theater,42.36869166666667,-71.06986944444444,none,,0,,,unmatched,needs_review,No building footprint is within 25 meters.,,,
12850553,Cambridge Health Alliance,https://en.wikipedia.org/wiki/Cambridge_Health_Alliance,42.3748,-71.1048,nearest,8.54,1,324-3,324-3,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
12890732,Cambridge Hospital (Massachusetts),https://en.wikipedia.org/wiki/Cambridge_Hospital_(Massachusetts),42.3748,-71.1048,nearest,8.54,1,324-3,324-3,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
13419807,MIT Nuclear Research Reactor,https://en.wikipedia.org/wiki/MIT_Nuclear_Research_Reactor,42.36027777777778,-71.09638888888888,nearest,0.19,1,699-25,699-25,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
13727927,Franklin Street Park,https://en.wikipedia.org/wiki/Franklin_Street_Park,42.367575,-71.11055277777777,nearest,8.44,1,562-6,562-6,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
14527661,Harvard/MIT Cooperative Society,https://en.wikipedia.org/wiki/Harvard/MIT_Cooperative_Society,42.3737,-71.1196,contained,0.00,1,345-10,345-10,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
14852205,Middlesex County Courthouse (Massachusetts),https://en.wikipedia.org/wiki/Middlesex_County_Courthouse_(Massachusetts),42.3699,-71.0797,contained,0.00,1,479-1,479-1,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
14886117,Leverett Circle Connector Bridge,https://en.wikipedia.org/wiki/Leverett_Circle_Connector_Bridge,42.36909,-71.06459,none,,0,,,unmatched,needs_review,No building footprint is within 25 meters.,,,
16658131,Le Cordon Bleu College of Culinary Arts in Boston,https://en.wikipedia.org/wiki/Le_Cordon_Bleu_College_of_Culinary_Arts_in_Boston,42.367041666666665,-71.07931111111111,contained,0.00,1,566-2,566-2,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
17483820,Richard McKinnon State Park,https://en.wikipedia.org/wiki/Richard_McKinnon_State_Park,42.369166666666665,-71.06952777777778,none,,0,,,unmatched,needs_review,No building footprint is within 25 meters.,,,
17518237,Mary Fiske Stoughton House,https://en.wikipedia.org/wiki/Mary_Fiske_Stoughton_House,42.37583333333333,-71.125,nearest,2.57,1,312-3,312-3,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
17647662,"Almshouse (Cambridge, Massachusetts)","https://en.wikipedia.org/wiki/Almshouse_(Cambridge,_Massachusetts)",42.40222222222222,-71.1325,nearest,6.49,1,2-5,2-5,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
17647764,Athenaeum Press,https://en.wikipedia.org/wiki/Athenaeum_Press,42.3642,-71.0793,contained,0.00,1,620-13,620-13,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
17647962,B B Chemical Company,https://en.wikipedia.org/wiki/B_B_Chemical_Company,42.359722222222224,-71.11527777777778,contained,0.00,1,681-13,681-13,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
17687172,Harvard Square Subway Kiosk,https://en.wikipedia.org/wiki/Harvard_Square_Subway_Kiosk,42.37358,-71.11896,contained,0.00,1,357-1,357-1,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
17687695,Cambridge Common Historic District,https://en.wikipedia.org/wiki/Cambridge_Common_Historic_District,42.37638888888889,-71.12083333333332,none,,0,,,unmatched,needs_review,No building footprint is within 25 meters.,,,
17696241,Cambridge Home for the Aged and Infirm,https://en.wikipedia.org/wiki/Cambridge_Home_for_the_Aged_and_Infirm,42.38847222222222,-71.14877777777778,contained,0.00,1,105-3,105-3,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
17696418,"Sacred Heart Church, Rectory, School and Convent (Cambridge, Massachusetts)","https://en.wikipedia.org/wiki/Sacred_Heart_Church,_Rectory,_School_and_Convent_(Cambridge,_Massachusetts)",42.370694444444446,-71.08541666666666,nearest,2.72,1,452-2,452-2,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
17696442,"St. John the Evangelist Church (Cambridge, Massachusetts)","https://en.wikipedia.org/wiki/St._John_the_Evangelist_Church_(Cambridge,_Massachusetts)",42.394444444444446,-71.12722222222222,nearest,2.52,1,56-3,56-3,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
17696503,Mount Auburn Cemetery Reception House (1870),https://en.wikipedia.org/wiki/Mount_Auburn_Cemetery_Reception_House_(1870),42.37555555555556,-71.14583333333334,nearest,11.36,1,270-92,270-92,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
17696546,Blake and Knowles Steam Pump Company National Register District,https://en.wikipedia.org/wiki/Blake_and_Knowles_Steam_Pump_Company_National_Register_District,42.36611111111111,-71.08388888888888,contained,0.00,1,585-2,585-2,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
17696859,Buildings at 110–112 Inman Street,https://en.wikipedia.org/wiki/Buildings_at_110%E2%80%93112_Inman_Street,42.37247222222222,-71.101,contained,0.00,1,374-26,374-26,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
17696882,Buildings at 15–17 Lee Street,https://en.wikipedia.org/wiki/Buildings_at_15%E2%80%9317_Lee_Street,42.36863888888889,-71.10716666666666,contained,0.00,1,490-27,490-27,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
17697091,Cloverden,https://en.wikipedia.org/wiki/Cloverden,42.37905555555555,-71.1211111111111,contained,0.00,1,252-18,252-18,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
17697141,"William Cook House (Cambridge, Massachusetts)","https://en.wikipedia.org/wiki/William_Cook_House_(Cambridge,_Massachusetts)",42.37916666666667,-71.13472222222222,nearest,11.39,1,229-42,229-42,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
17697159,Craigie Arms,https://en.wikipedia.org/wiki/Craigie_Arms,42.373,-71.12291666666665,contained,0.00,1,380-1,380-1,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
17697420,The Dunvegan,https://en.wikipedia.org/wiki/The_Dunvegan,42.38161111111111,-71.12002777777776,contained,0.00,1,220-3,220-3,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
17697464,East Cambridge Savings Bank,https://en.wikipedia.org/wiki/East_Cambridge_Savings_Bank,42.37097222222222,-71.08097222222221,contained,0.00,1,447-5,447-5,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
17697654,Fort Washington (Massachusetts),https://en.wikipedia.org/wiki/Fort_Washington_(Massachusetts),42.35655555555556,-71.10427777777777,none,,0,,,unmatched,needs_review,No building footprint is within 25 meters.,,,
17697667,Fresh Pond Hotel,https://en.wikipedia.org/wiki/Fresh_Pond_Hotel,42.38291666666667,-71.14102777777778,contained,0.00,1,199-7,199-7,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
17697716,Elizabeth Frost Tenanthouse,https://en.wikipedia.org/wiki/Elizabeth_Frost_Tenanthouse,42.383583333333334,-71.12172222222222,contained,0.00,1,179-12,179-12,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
17704131,Harvard Union,https://en.wikipedia.org/wiki/Harvard_Union,42.37258333333333,-71.11455555555555,contained,0.00,1,333-7,333-7,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
17704196,Henderson Carriage Repository,https://en.wikipedia.org/wiki/Henderson_Carriage_Repository,42.391555555555556,-71.12305555555555,contained,0.00,1,74-28,74-28,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
17704432,F. A. Kennedy Steam Bakery,https://en.wikipedia.org/wiki/F._A._Kennedy_Steam_Bakery,42.36277777777778,-71.10138888888888,contained,0.00,1,652-1,652-1,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
17704730,The Jarvis,https://en.wikipedia.org/wiki/The_Jarvis,42.38011111111111,-71.11758333333333,contained,0.00,1,243-20,243-20,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
17704834,Lechmere Point Corporation Houses,https://en.wikipedia.org/wiki/Lechmere_Point_Corporation_Houses,42.37166666666667,-71.08027777777778,contained,0.00,1,422-10,422-10,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
17704906,"The Larches (Cambridge, Massachusetts)","https://en.wikipedia.org/wiki/The_Larches_(Cambridge,_Massachusetts)",42.376583333333336,-71.14241666666668,contained,0.00,1,292-9,292-9,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
17704921,Littlefield-Roberts House,https://en.wikipedia.org/wiki/Littlefield-Roberts_House,42.37305555555555,-71.11388888888888,nearest,2.84,1,349-18,349-18,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
17704970,Lovell Block,https://en.wikipedia.org/wiki/Lovell_Block,42.38780555555555,-71.119,contained,0.00,1,112-1,112-1,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
17704987,Memorial Drive Apartments Historic District,https://en.wikipedia.org/wiki/Memorial_Drive_Apartments_Historic_District,42.37277777777778,-71.12583333333333,nearest,17.97,1,356-33,356-33,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
17705020,W. A. Mason House,https://en.wikipedia.org/wiki/W._A._Mason_House,42.38583333333333,-71.12638888888888,nearest,1.88,1,143-8,143-8,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
17705036,"Maple Avenue Historic District (Cambridge, Massachusetts)","https://en.wikipedia.org/wiki/Maple_Avenue_Historic_District_(Cambridge,_Massachusetts)",42.37222222222222,-71.10499999999999,nearest,3.32,1,365-36,365-36,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
17705056,The Lowell,https://en.wikipedia.org/wiki/The_Lowell,42.37716666666667,-71.13969444444444,contained,0.00,1,242-62,242-62,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
17705068,The Montrose,https://en.wikipedia.org/wiki/The_Montrose,42.38136111111111,-71.12008333333333,contained,0.00,1,220-1,220-1,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
17705132,Upper Magazine Street Historic District,https://en.wikipedia.org/wiki/Upper_Magazine_Street_Historic_District,42.363055555555555,-71.10694444444444,nearest,0.59,1,642-30,642-30,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
17710140,Norfolk Street Historic District,https://en.wikipedia.org/wiki/Norfolk_Street_Historic_District,42.365833333333335,-71.10111111111111,nearest,2.61,1,551-44,551-44,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
17710174,Old Cambridge Historic District,https://en.wikipedia.org/wiki/Old_Cambridge_Historic_District,42.37694444444445,-71.14027777777778,nearest,2.17,1,246-90,246-90,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
17710188,Old Cambridgeport Historic District,https://en.wikipedia.org/wiki/Old_Cambridgeport_Historic_District,42.365833333333335,-71.09722222222221,nearest,2.78,1,583-18,583-18,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
17710227,Peabody Court Apartments,https://en.wikipedia.org/wiki/Peabody_Court_Apartments,42.38361111111111,-71.12416666666665,contained,0.00,1,175-9,175-9,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
17710414,"Shell Oil Company ""Spectacular"" Sign",https://en.wikipedia.org/wiki/Shell_Oil_Company_%22Spectacular%22_Sign,42.35680555555556,-71.11441666666666,nearest,7.40,1,718-7,718-7,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
17710460,River Street Firehouse,https://en.wikipedia.org/wiki/River_Street_Firehouse,42.36327777777778,-71.11,contained,0.00,1,641-9,641-9,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
17710508,Walden Street Cattle Pass,https://en.wikipedia.org/wiki/Walden_Street_Cattle_Pass,42.38941666666667,-71.12466666666666,nearest,13.19,1,102-21,102-21,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
17710548,Valentine Soap Workers Cottages,https://en.wikipedia.org/wiki/Valentine_Soap_Workers_Cottages,42.36244444444445,-71.10538888888888,nearest,1.83,1,649-23,649-23,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
17710614,"Urban Rowhouse (40–48 Pearl Street, Cambridge, Massachusetts)","https://en.wikipedia.org/wiki/Urban_Rowhouse_(40%E2%80%9348_Pearl_Street,_Cambridge,_Massachusetts)",42.36372222222222,-71.10341666666666,contained,0.00,1,640-1,640-1,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
17710666,Union Railway Car Barn,https://en.wikipedia.org/wiki/Union_Railway_Car_Barn,42.372055555555555,-71.08641666666666,contained,0.00,1,388-19,388-19,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
17710686,Taylor Square Firehouse,https://en.wikipedia.org/wiki/Taylor_Square_Firehouse,42.38425,-71.12988888888889,contained,0.00,1,170-1,170-1,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
17710743,The Stanstead,https://en.wikipedia.org/wiki/The_Stanstead,42.37388888888889,-71.11444444444444,contained,0.00,1,333-1,333-1,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
18426501,Harvard University,https://en.wikipedia.org/wiki/Harvard_University,42.37444444444444,-71.11694444444444,nearest,1.83,1,318-16,318-16,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
19227918,Harvard University Police Department,https://en.wikipedia.org/wiki/Harvard_University_Police_Department,42.368944444444445,-71.11218333333333,nearest,8.62,1,489-17,489-17,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
19837711,River Street Bridge (Charles River),https://en.wikipedia.org/wiki/River_Street_Bridge_(Charles_River),42.36123,-71.1167,none,,0,,,unmatched,needs_review,No building footprint is within 25 meters.,,,
19837806,Western Avenue Bridge,https://en.wikipedia.org/wiki/Western_Avenue_Bridge,42.36422,-71.1169,none,,0,,,unmatched,needs_review,No building footprint is within 25 meters.,,,
19841643,John W. Weeks Bridge,https://en.wikipedia.org/wiki/John_W._Weeks_Bridge,42.36853,-71.11807,none,,0,,,unmatched,needs_review,No building footprint is within 25 meters.,,,
21333050,Quincy House (Harvard College),https://en.wikipedia.org/wiki/Quincy_House_(Harvard_College),42.3705,-71.1171,nearest,8.29,1,438-8,438-8,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
21427054,"MIT Campus (Area 2), Cambridge, Massachusetts","https://en.wikipedia.org/wiki/MIT_Campus_(Area_2),_Cambridge,_Massachusetts",42.35975,-71.09205555555555,contained,0.00,1,668-10,668-10,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
21427114,Wellington-Harrington,https://en.wikipedia.org/wiki/Wellington-Harrington,42.3725,-71.09194444444444,nearest,2.66,1,397-14,397-14,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
21427284,Mid-Cambridge,https://en.wikipedia.org/wiki/Mid-Cambridge,42.372638888888886,-71.10965277777777,nearest,3.97,1,399-13,399-13,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
21427333,"Riverside, Cambridge","https://en.wikipedia.org/wiki/Riverside,_Cambridge",42.367777777777775,-71.11472222222221,nearest,8.24,1,532-24,532-24,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
21427437,"Baldwin, Cambridge, Massachusetts","https://en.wikipedia.org/wiki/Baldwin,_Cambridge,_Massachusetts",42.38361111111111,-71.11611111111111,nearest,10.15,1,193-2,193-2,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
21427610,West Cambridge (neighborhood),https://en.wikipedia.org/wiki/West_Cambridge_(neighborhood),42.37777777777778,-71.13027777777778,nearest,14.30,1,285-7,285-7,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
21427761,"North Cambridge, Massachusetts","https://en.wikipedia.org/wiki/North_Cambridge,_Massachusetts",42.395833333333336,-71.13,nearest,6.78,1,999-3044,999-3044,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
21427816,Cambridge Highlands,https://en.wikipedia.org/wiki/Cambridge_Highlands,42.390277777777776,-71.15083333333334,contained,0.00,1,46-48,46-48,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
21427840,"Strawberry Hill, Cambridge","https://en.wikipedia.org/wiki/Strawberry_Hill,_Cambridge",42.37777777777778,-71.15194444444445,contained,0.00,1,279-2,279-2,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
21733950,Xmortis,https://en.wikipedia.org/wiki/Xmortis,42.3638,-71.1015,nearest,0.66,1,644-4,644-4,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
22711896,"Urban Rowhouse (30–38 Pearl Street, Cambridge, Massachusetts)","https://en.wikipedia.org/wiki/Urban_Rowhouse_(30%E2%80%9338_Pearl_Street,_Cambridge,_Massachusetts)",42.36394444444445,-71.10316666666667,contained,0.00,1,640-1,640-1,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
22711934,"Urban Rowhouse (26–32 River Street, Cambridge, Massachusetts)","https://en.wikipedia.org/wiki/Urban_Rowhouse_(26%E2%80%9332_River_Street,_Cambridge,_Massachusetts)",42.364666666666665,-71.10586111111111,contained,0.00,1,627-2,627-2,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
22790984,Nameless Coffeehouse,https://en.wikipedia.org/wiki/Nameless_Coffeehouse,42.37453611111111,-71.11928055555555,contained,0.00,1,319-19,319-19,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
22794033,Shady Hill School,https://en.wikipedia.org/wiki/Shady_Hill_School,42.371,-71.138,nearest,18.36,1,387-32,387-32,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
23809874,Cambridge Police Department (Massachusetts),https://en.wikipedia.org/wiki/Cambridge_Police_Department_(Massachusetts),42.3675,-71.0858,nearest,6.46,1,554-3,554-3,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
24259132,Abdul Latif Jameel Poverty Action Lab,https://en.wikipedia.org/wiki/Abdul_Latif_Jameel_Poverty_Action_Lab,42.362500000000004,-71.08777777777777,nearest,7.74,1,672-7,672-7,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
24445086,"St. Hedwig Parish, Cambridge","https://en.wikipedia.org/wiki/St._Hedwig_Parish,_Cambridge",42.370694444444446,-71.08258333333333,nearest,4.39,1,442-20,442-20,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
25258269,Watson's Corner,https://en.wikipedia.org/wiki/Watson%27s_Corner,42.39266666666666,-71.12497222222221,nearest,17.85,1,77-4,77-4,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
25282404,The Plough and Stars,https://en.wikipedia.org/wiki/The_Plough_and_Stars,42.36830555555556,-71.10872222222221,nearest,4.66,1,539-6,539-6,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
27292446,Kendall Band,https://en.wikipedia.org/wiki/Kendall_Band,42.3623,-71.0862,nearest,2.61,1,674-4,674-4,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
28490481,Millers River (Middlesex),https://en.wikipedia.org/wiki/Millers_River_(Middlesex),42.370555555555555,-71.06563888888888,none,,0,,,unmatched,needs_review,No building footprint is within 25 meters.,,,
29172488,Gift of the Wind,https://en.wikipedia.org/wiki/Gift_of_the_Wind,42.38851388888889,-71.11927777777777,none,,0,,,unmatched,needs_review,No building footprint is within 25 meters.,,,
29354120,Harvard Bixi,https://en.wikipedia.org/wiki/Harvard_Bixi,42.37361111111111,-71.11694444444444,nearest,9.99,1,318-24,318-24,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
29546700,Charlie's Kitchen,https://en.wikipedia.org/wiki/Charlie%27s_Kitchen,42.37245,-71.1215,nearest,0.99,1,396-5,396-5,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
30502543,Tory Row,https://en.wikipedia.org/wiki/Tory_Row,42.376472222222226,-71.12658333333333,none,,0,,,unmatched,needs_review,No building footprint is within 25 meters.,,,
31094062,Lizard Lounge,https://en.wikipedia.org/wiki/Lizard_Lounge,42.382111111111115,-71.11952777777778,nearest,1.42,1,214-7,214-7,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
31168577,Grand Junction Railroad Bridge,https://en.wikipedia.org/wiki/Grand_Junction_Railroad_Bridge,42.352608333333336,-71.11034722222222,none,,0,,,unmatched,needs_review,No building footprint is within 25 meters.,,,
32112813,Mount Auburn Hospital,https://en.wikipedia.org/wiki/Mount_Auburn_Hospital,42.374414,-71.133776,contained,0.00,1,330-3,330-3,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
32757155,"Timeline of Cambridge, Massachusetts","https://en.wikipedia.org/wiki/Timeline_of_Cambridge,_Massachusetts",42.373611,-71.110556,nearest,21.22,1,328-8,328-8,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
36022193,Glove Cycle,https://en.wikipedia.org/wiki/Glove_Cycle,42.38851388888889,-71.11927777777777,none,,0,,,unmatched,needs_review,No building footprint is within 25 meters.,,,
37304775,Statue of John Harvard,https://en.wikipedia.org/wiki/Statue_of_John_Harvard,42.37447,-71.11719,nearest,1.61,1,318-16,318-16,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
37579425,Hack/reduce,https://en.wikipedia.org/wiki/Hack/reduce,42.36611111111111,-71.08388888888888,contained,0.00,1,585-2,585-2,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
37580059,Kendall Boiler and Tank Company,https://en.wikipedia.org/wiki/Kendall_Boiler_and_Tank_Company,42.36611111111111,-71.08388888888888,contained,0.00,1,585-2,585-2,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
37925252,Kahal B'raira,https://en.wikipedia.org/wiki/Kahal_B%27raira,42.3914,-71.1542,contained,0.00,1,65-37,65-37,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
38587084,Cambridge Discovery Park,https://en.wikipedia.org/wiki/Cambridge_Discovery_Park,42.39819444444444,-71.14739722222222,contained,0.00,1,9-10,9-10,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
38776131,Untitled (Richard Fleischner artwork at Alewife station),https://en.wikipedia.org/wiki/Untitled_(Richard_Fleischner_artwork_at_Alewife_station),42.39564,-71.14092,nearest,15.25,1,35-1,35-1,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
38808105,The End of the Red Line,https://en.wikipedia.org/wiki/The_End_of_the_Red_Line,42.39564,-71.14092,nearest,15.25,1,35-1,35-1,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
39228236,Rindge Towers,https://en.wikipedia.org/wiki/Rindge_Towers,42.393,-71.13895,contained,0.00,1,59-21,59-21,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
39743243,Moderna,https://en.wikipedia.org/wiki/Moderna,42.3633,-71.091,contained,0.00,1,610-3,610-3,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
40258362,LabCentral,https://en.wikipedia.org/wiki/LabCentral,42.36213888888889,-71.09508333333333,nearest,6.41,1,658-1,658-1,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
40723753,Camp Ellsworth,https://en.wikipedia.org/wiki/Camp_Ellsworth,42.384,-71.144,nearest,9.35,1,999-2070,999-2070,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
41402512,New Words Bookstore,https://en.wikipedia.org/wiki/New_Words_Bookstore,42.3725,-71.0995,nearest,0.02,1,394-8,394-8,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
41435365,Cambridge Assembly,https://en.wikipedia.org/wiki/Cambridge_Assembly,42.35424722222222,-71.10976111111111,contained,0.00,1,749-2,749-2,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
42509882,Nectow v. City of Cambridge,https://en.wikipedia.org/wiki/Nectow_v._City_of_Cambridge,42.35553,-71.10967,contained,0.00,1,749-1,749-1,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
43396930,North Cambridge carhouse,https://en.wikipedia.org/wiki/North_Cambridge_carhouse,42.39722222222222,-71.12888888888888,nearest,2.80,1,25-14,25-14,ambiguous,needs_review,Nearest footprint is within 25 meters and requires review.,,,
43996120,Farlow Herbarium of Cryptogamic Botany,https://en.wikipedia.org/wiki/Farlow_Herbarium_of_Cryptogamic_Botany,42.3791,-71.1146,contained,0.00,1,241-59,241-59,strong,needs_review,Article coordinate is contained by exactly one building footprint.,,,
