building_id,hail_address,hail_street_name,classification,construction_year,match_stage,match_status,treatment,candidate_address_point_count,candidate_bldgid_count,candidate_bldgids,candidate_addresses,candidate_street_names,matched_bldgid,matched_bldgids,match_reason,review_reason_category,review_reason_summary,override_decision,override_note,override_reviewed_at,pre_override_match_stage,pre_override_match_status,pre_override_matched_bldgid,pre_override_matched_bldgids,pre_override_candidate_bldgids
aberdeen-ave_17r,17r Aberdeen Avenue,Aberdeen Avenue,"Addition, rear, or secondary building",1941,7,review,manual_review_loose_address_proximity,3,2,270-73|274-40,14 Aberdeen Ave|16 Aberdeen Ave|25 Aberdeen Ave,Aberdeen Ave,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (270-73: Δ8 house numbers, 9.7 m, 274-40: Δ1 house numbers, 17.9 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
aberdeen-ave_60,60 Aberdeen Avenue,Aberdeen Avenue,"Addition, rear, or secondary building",1913,7,review,manual_review_loose_address_proximity,3,2,274-23|999-3579,52 Aberdeen Ave|54 Aberdeen Ave|56 Aberdeen Ave,Aberdeen Ave,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (274-23: Δ6 house numbers, 0.0 m, 999-3579: Δ4 house numbers, 16.6 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
albany-st_157,157 Albany Street,Albany Street,Current building,1922,7,review,manual_review_loose_address_proximity,2,1,999-3388,166 Albany St|167 Albany St,Albany St,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (999-3388: Δ9 house numbers, 2.7 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
albany-st_251,251 Albany Street,Albany Street,Current building,1919,7,review,manual_review_loose_address_proximity,2,2,699-1|699-4,250 Albany St,Albany St,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (699-1: Δ1 house numbers, 0.0 m, 699-4: Δ1 house numbers, 0.0 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
albany-st_290,290 Albany Street,Albany Street,Current building,1919,7,review,manual_review_loose_address_proximity,1,1,999-3314,288 Albany St,Albany St,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (999-3314: Δ2 house numbers, 1.2 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
albany-st_293-295,293-295 Albany Street,Albany Street,Current building,1906,7,review,manual_review_loose_address_proximity,1,1,999-3314,288 Albany St,Albany St,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (999-3314: Δ5 house numbers, 1.2 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
albany-st_298,298 Albany Street,Albany Street,"Addition, rear, or secondary building",1907,7,review,manual_review_loose_address_proximity,1,1,999-3314,288 Albany St,Albany St,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (999-3314: Δ10 house numbers, 1.2 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
alewife-brook-pkwy_26-27,26-27 Alewife Brook Parkway,Alewife Brook Parkway,Current building,1928,7,review,manual_review_loose_address_proximity,6,3,3-7|999-3294|999-3302,22 Alewife Brook Pkwy|23 Alewife Brook Pkwy|28 Alewife Brook Pkwy|29 Alewife Brook Pkwy|30 Alewife Brook Pkwy|31 Alewife Brook Pkwy,Alewife Brook Pkwy,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (3-7: Δ1 house numbers, 6.2 m, 999-3294: Δ3 house numbers, 19.8 m, 999-3302: Δ3 house numbers, 17.0 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
alewife-brook-pkwy_40,40 Alewife Brook Parkway,Alewife Brook Parkway,Current building,1928,7,review,manual_review_loose_address_proximity,4,2,2-3|999-3302,30 Alewife Brook Pkwy|31 Alewife Brook Pkwy|41 Alewife Brook Pkwy|45 Alewife Brook Pkwy,Alewife Brook Pkwy,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (2-3: Δ1 house numbers, 0.0 m, 999-3302: Δ9 house numbers, 17.0 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
alewife-brook-pkwy_161,161 Alewife Brook Parkway,Alewife Brook Parkway,Current building,1973,7,review,manual_review_loose_address_proximity,1,1,81-2,162 Alewife Brook Pkwy,Alewife Brook Pkwy,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (81-2: Δ1 house numbers, 0.0 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
allston-st_50,50 Allston Street,Allston Street,Current building,1929,7,review,manual_review_loose_address_proximity,3,2,999-85|999-89,43 Allston St|57 Allston St|59 Allston St,Allston St,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (999-85: Δ7 house numbers, 19.5 m, 999-89: Δ7 house numbers, 4.4 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
alpine-st_45-47,45-47 Alpine Street,Alpine Street,Current building,1946,7,review,manual_review_loose_address_proximity,6,4,133-3|999-2131|999-2170|999-2209,37 Alpine St|41 Alpine St|42 Alpine St|43 Alpine St|49 Alpine St|55 Alpine St,Alpine St,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (133-3: Δ2 house numbers, 0.0 m, 999-2131: Δ3 house numbers, 18.8 m, 999-2170: Δ8 house numbers, 19.1 m, 999-2209: Δ8 house numbers, 11.4 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
amherst-st_2,2 Amherst Street,Amherst Street,Current building,1994,7,review,manual_review_loose_address_proximity,1,1,999-3381,1 Amherst St,Amherst St,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (999-3381: Δ1 house numbers, 1.3 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
amherst-st_79,79 Amherst Street,Amherst Street,Current building,1912,7,review,manual_review_loose_address_proximity,1,1,672-6,75 Amherst St,Amherst St,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (672-6: Δ4 house numbers, 0.0 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
arrow-st_24_2,24 Arrow Street,Arrow Street,Current building,1915,7,review,manual_review_loose_address_proximity,3,2,439-5|439-6,14 Arrow St|19 Arrow St|23 Arrow St,Arrow St,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (439-5: Δ5 house numbers, 2.6 m, 439-6: Δ1 house numbers, 16.9 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
athenaeum-st_17,17 Athenaeum Street,Athenaeum Street,"Addition, rear, or secondary building",1909,7,review,manual_review_loose_address_proximity,1,1,620-87,21 Athenaeum St,Athenaeum St,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (620-87: Δ4 house numbers, 0.0 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
avon-hill-st_94-96,94-96 Avon Hill Street,Avon Hill Street,Current building,1894,7,review,manual_review_loose_address_proximity,4,2,999-2306|999-2335,102 Avon Hill St|104 Avon Hill St|88 Avon Hill St|98 Avon Hill St,Avon Hill St,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (999-2306: Δ2 house numbers, 14.7 m, 999-2335: Δ6 house numbers, 16.1 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
bates-st_3,3 Bates Street,Bates Street,Current building,1925,7,review,manual_review_loose_address_proximity,2,1,999-2109,10 Bates St|4 Bates St,Bates St,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (999-2109: Δ1 house numbers, 14.4 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
bay-state-rd_9,9 Bay State Road,Bay State Road,Current building,1955,7,review,manual_review_loose_address_proximity,2,1,89-15,15 Bay State Rd|5 Bay State Rd,Bay State Rd,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (89-15: Δ4 house numbers, 0.0 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
bay-state-rd_44,44 Bay State Road,Bay State Road,Current building,1941,7,review,manual_review_loose_address_proximity,6,3,127-11|127-7|89-7,36 Bay State Rd|41 Bay State Rd|42 Bay State Rd|47 Bay State Rd|49 Bay State Rd|54 Bay State Rd,Bay State Rd,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (127-11: Δ10 house numbers, 0.0 m, 127-7: Δ2 house numbers, 0.0 m, 89-7: Δ3 house numbers, 0.0 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
bay-state-rd_50,50 Bay State Road,Bay State Road,Current building,1941,7,review,manual_review_loose_address_proximity,5,3,127-11|127-7|89-7,41 Bay State Rd|42 Bay State Rd|47 Bay State Rd|49 Bay State Rd|54 Bay State Rd,Bay State Rd,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (127-11: Δ4 house numbers, 0.0 m, 127-7: Δ8 house numbers, 0.0 m, 89-7: Δ1 house numbers, 0.0 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
bay-state-rd_51,51 Bay State Road,Bay State Road,Current building,1956,7,review,manual_review_loose_address_proximity,5,3,127-11|127-7|89-7,41 Bay State Rd|42 Bay State Rd|47 Bay State Rd|49 Bay State Rd|54 Bay State Rd,Bay State Rd,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (127-11: Δ3 house numbers, 0.0 m, 127-7: Δ9 house numbers, 0.0 m, 89-7: Δ2 house numbers, 0.0 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
bellevue-ave_5,5 Bellevue Avenue,Bellevue Avenue,Current building,1889,7,review,manual_review_loose_address_proximity,2,2,999-2321|999-2332,11 Bellevue Ave|15 Bellevue Ave,Bellevue Ave,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (999-2321: Δ6 house numbers, 5.7 m, 999-2332: Δ10 house numbers, 12.7 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
bellevue-ave_6,6 Bellevue Avenue,Bellevue Avenue,Current building,1892,7,review,manual_review_loose_address_proximity,2,2,999-2321|999-2332,11 Bellevue Ave|15 Bellevue Ave,Bellevue Ave,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (999-2321: Δ5 house numbers, 5.7 m, 999-2332: Δ9 house numbers, 12.7 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
bellevue-ave_10,10 Bellevue Avenue,Bellevue Avenue,Current building,1898,7,review,manual_review_loose_address_proximity,5,3,999-2286|999-2321|999-2332,11 Bellevue Ave|15 Bellevue Ave|18 Bellevue Ave|19 Bellevue Ave|20 Bellevue Ave,Bellevue Ave,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (999-2286: Δ8 house numbers, 19.0 m, 999-2321: Δ1 house numbers, 5.7 m, 999-2332: Δ5 house numbers, 12.7 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
bellis-cir_50,50 Bellis Circle,Bellis Circle,"Addition, rear, or secondary building",1966,7,review,manual_review_loose_address_proximity,3,2,999-2547|999-3742,40 Bellis Cir|44 Bellis Cir|56 Bellis Cir,Bellis Cir,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (999-2547: Δ6 house numbers, 10.1 m, 999-3742: Δ6 house numbers, 15.8 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
belmont-st_113,113 Belmont Street,Belmont Street,Current building,,7,review,manual_review_loose_address_proximity,4,2,999-3543|999-3545,103 Belmont St|105 Belmont St|107 Belmont St|109 Belmont St,Belmont St,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (999-3543: Δ4 house numbers, 12.8 m, 999-3545: Δ6 house numbers, 12.4 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
berkshire-st_25-27,25-27 Berkshire Street,Berkshire Street,Current building,1892,7,review,manual_review_loose_address_proximity,14,6,499-15|499-5|999-4020|999-4047|999-4066|999-411,15 Berkshire St|17 Berkshire St|19 Berkshire St|22 Berkshire St|23 Berkshire St|24 Berkshire St|26 Berkshire St|28 Berkshire St|30 Berkshire St|32 Berkshire St|34 Berkshire St|35 Berkshire St|36 Berkshire St|37 Berkshire St,Berkshire St,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (499-15: Δ1 house numbers, 0.0 m, 499-5: Δ5 house numbers, 16.9 m, 999-4020: Δ6 house numbers, 14.1 m, 999-4047: Δ3 house numbers, 13.2 m, 999-4066: Δ1 house numbers, 13.5 m, 999-411: Δ9 house numbers, 18.6 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
berkshire-st_39,39 Berkshire Street,Berkshire Street,Current building,1909,7,review,manual_review_loose_address_proximity,7,3,499-15|499-5|999-411,30 Berkshire St|32 Berkshire St|34 Berkshire St|35 Berkshire St|36 Berkshire St|37 Berkshire St|38 Berkshire St,Berkshire St,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (499-15: Δ2 house numbers, 8.5 m, 499-5: Δ5 house numbers, 16.9 m, 999-411: Δ1 house numbers, 18.6 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
binney-st_229,229 Binney Street,Binney Street,"Addition, rear, or secondary building",1966,7,review,manual_review_loose_address_proximity,1,1,581-1,225 Binney St,Binney St,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (581-1: Δ4 house numbers, 0.0 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
binney-st_235-241,235-241 Binney Street,Binney Street,Current building,1917,7,review,manual_review_loose_address_proximity,2,2,581-1|591-1,225 Binney St|250 Binney St,Binney St,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (581-1: Δ10 house numbers, 0.0 m, 591-1: Δ9 house numbers, 0.0 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
birch-st_11,11+ Birch Street,Birch Street,"Addition, rear, or secondary building",,7,review,manual_review_loose_address_proximity,1,1,127-13,9 Birch St,Birch St,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (127-13: Δ2 house numbers, 0.0 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
bow-st_35,35 Bow Street,Bow Street,Current building,1930,7,review,manual_review_loose_address_proximity,1,1,424-2,44 Bow St,Bow St,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (424-2: Δ9 house numbers, 0.0 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
bradbury-st_31-41,31-41 Bradbury Street,Bradbury Street,Current building,,7,review,manual_review_loose_address_proximity,4,2,999-1058|999-3559,30 Bradbury St|32 Bradbury St|34 Bradbury St|38 Bradbury St,Bradbury St,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (999-1058: Δ1 house numbers, 13.4 m, 999-3559: Δ1 house numbers, 15.5 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
brattle-cir_10,10 Brattle Circle,Brattle Circle,Current building,1940,7,review,manual_review_loose_address_proximity,10,4,316-10|316-26|316-27|999-1030,1 Brattle Cir|14 Brattle Cir|15 Brattle Cir|16 Brattle Cir|2 Brattle Cir|3 Brattle Cir|4 Brattle Cir|5 Brattle Cir|6 Brattle Cir|7 Brattle Cir,Brattle Cir,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (316-10: Δ5 house numbers, 0.0 m, 316-26: Δ7 house numbers, 0.0 m, 316-27: Δ3 house numbers, 0.0 m, 999-1030: Δ4 house numbers, 12.2 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
brattle-st_45_2,45 Brattle Street,Brattle Street,Current building,1926,7,review,manual_review_loose_address_proximity,5,2,345-6|355-9,39 Brattle St|41 Brattle St|43 Brattle St|44-R Brattle St|47 Brattle St,Brattle St,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (345-6: Δ2 house numbers, 0.0 m, 355-9: Δ1 house numbers, 0.0 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
brattle-st_99_5,99 Brattle Street,Brattle Street,"Addition, rear, or secondary building",1911,7,review,manual_review_loose_address_proximity,8,7,288-10|288-11|288-13|288-15|288-8|288-9|999-1095,89 Brattle St|91 Brattle St|92 Brattle St|93 Brattle St|94 Brattle St|95 Brattle St|97 Brattle St,Brattle St,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (288-10: Δ4 house numbers, 0.0 m, 288-11: Δ10 house numbers, 7.8 m, 288-13: Δ6 house numbers, 0.0 m, 288-15: Δ8 house numbers, 0.0 m, 288-8: Δ4 house numbers, 0.0 m, 288-9: Δ2 house numbers, 0.0 m, 999-1095: Δ5 house numbers, 8.3 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
brattle-st_230,230 Brattle Street,Brattle Street,Current building,1941,7,review,manual_review_loose_address_proximity,8,6,316-10|999-1052|999-1125|999-1128|999-4189|999-5002,222 Brattle St|224 Brattle St|226 Brattle St|229 Brattle St|232 Brattle St|233 Brattle St|234 Brattle St|240 Brattle St,Brattle St,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (316-10: Δ2 house numbers, 13.1 m, 999-1052: Δ8 house numbers, 4.1 m, 999-1125: Δ3 house numbers, 13.0 m, 999-1128: Δ1 house numbers, 15.1 m, 999-4189: Δ4 house numbers, 3.8 m, 999-5002: Δ4 house numbers, 10.2 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
broadway_60_3,60 Broadway,Broadway,Current building,1983,7,review,manual_review_loose_address_proximity,2,2,643-2|643-8,50 Broadway|70 Broadway,Broadway,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (643-2: Δ10 house numbers, 0.0 m, 643-8: Δ10 house numbers, 0.0 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
broadway_94_2,94 Broadway,Broadway,Current building,1981,7,review,manual_review_loose_address_proximity,1,1,643-1,90 Broadway,Broadway,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (643-1: Δ4 house numbers, 0.0 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
broadway_100_2,100 Broadway,Broadway,Current building,1952,7,review,manual_review_loose_address_proximity,2,2,591-5|643-1,105 Broadway|90 Broadway,Broadway,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (591-5: Δ5 house numbers, 15.4 m, 643-1: Δ10 house numbers, 0.0 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
broadway_101r,101r Broadway,Broadway,"Addition, rear, or secondary building",1993,7,review,manual_review_loose_address_proximity,1,1,591-5,105 Broadway,Broadway,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (591-5: Δ4 house numbers, 15.4 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
broadway_110,110+ Broadway,Broadway,Current building,1997,7,review,manual_review_loose_address_proximity,4,3,591-16|591-5|625-2,105 Broadway|115 Broadway|119 Broadway|120 Broadway,Broadway,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (591-16: Δ5 house numbers, 0.0 m, 591-5: Δ5 house numbers, 0.0 m, 625-2: Δ10 house numbers, 0.0 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
broadway_135,135 Broadway,Broadway,Current building,1983,7,review,manual_review_loose_address_proximity,4,3,591-15|591-4|591-9,125 Broadway|127 Broadway|141 Broadway|145 Broadway,Broadway,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (591-15: Δ6 house numbers, 0.0 m, 591-4: Δ8 house numbers, 1.4 m, 591-9: Δ10 house numbers, 0.0 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
broadway_140,140+ Broadway,Broadway,Current building,1998,7,review,manual_review_loose_address_proximity,4,2,591-15|625-1,141 Broadway|145 Broadway|149 Broadway|150 Broadway,Broadway,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (591-15: Δ1 house numbers, 0.0 m, 625-1: Δ10 house numbers, 0.0 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
broadway_160,160 Broadway,Broadway,"Addition, rear, or secondary building",1974,7,review,manual_review_loose_address_proximity,2,2,591-15|625-1,150 Broadway|153 Broadway,Broadway,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (591-15: Δ7 house numbers, 0.0 m, 625-1: Δ10 house numbers, 0.0 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
broadway_180,180 Broadway,Broadway,Current building,1974,7,review,manual_review_loose_address_proximity,3,2,557-14|557-9,179 Broadway|181 Broadway|185 Broadway,Broadway,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (557-14: Δ1 house numbers, 0.0 m, 557-9: Δ1 house numbers, 0.0 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
broadway_209,209 Broadway,Broadway,Current building,1956,7,review,manual_review_loose_address_proximity,5,3,568-1|586-10|586-9,207 Broadway|214 Broadway|216 Broadway|218 Broadway,Broadway,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (568-1: Δ2 house numbers, 0.0 m, 586-10: Δ5 house numbers, 0.0 m, 586-9: Δ7 house numbers, 0.0 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
broadway_311,311 Broadway,Broadway,Current building,1909,7,review,manual_review_loose_address_proximity,4,3,511-1|999-3459|999-3986,302 Broadway|304 Broadway|314 Broadway|320 Broadway,Broadway,,,"Same-street Address Point is within 10 house numbers; nearby unclaimed footprint may use this or a cross-street canonical address (511-1: Δ3 house numbers, 8.8 m, 999-3459: Δ9 house numbers, 1.6 m, 999-3986: Δ7 house numbers, 18.9 m)",loose_address_near_unclaimed_footprint,"A same-street Address Point is within 10 house numbers, and a nearby footprint with no accepted Hail match is proposed; its canonical address may be on a cross street.",,,,,,,,
